name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
都会轩 实验学区 精装一居 黄金楼层 私产过2 大产权,单价59723元/平米,430,| 1室1厅 | 72平米 | 西北 | 精装,低楼层(共49层)  2012年建板楼  -,
景阳里 1室2厅 357万,单价50993元/平米,357,| 1室2厅 | 70.01平米 | 东 | 其他,高楼层(共12层)  1995年建板楼  -,
惠嘉公寓 2室1厅 260万,单价32912元/平米,260,| 2室1厅 | 79平米 | 西 | 其他,高楼层(共24层)  1998年建塔楼  -,
新福方里 2室1厅 300万,单价44392元/平米,300,| 2室1厅 | 67.58平米 | 南 北 | 其他,高楼层(共7层)  1998年建板楼  -,
诚基经贸中心 2室1厅 260万,单价17568元/平米,260,| 2室1厅 | 148平米 | 南 | 其他,低楼层(共34层)  2008年建塔楼  -,
诚基经贸中心 3室1厅 218万,单价32059元/平米,218,| 3室1厅 | 68平米 | 北 | 其他,高楼层(共33层)  2008年建塔楼  -,
四达里 3室0厅 260万,单价38208元/平米,260,| 3室0厅 | 68.05平米 | 南 北 | 其他,低楼层(共6层)  1984年建板楼  -,
康定路 2室1厅 185万,单价33594元/平米,185,| 2室1厅 | 55.07平米 | 东 西 | 其他,高楼层(共6层)  1984年建板楼  -,
金泉里  全明户型 户型方正 昆明路小学学片,单价44923元/平米,280,| 2室2厅 | 62.33平米 | 西 北 | 其他,中楼层(共4层)  1987年建板楼  -,
复元里 1室0厅 160万,单价87432元/平米,160,| 1室0厅 | 18.3平米 | 南 | 其他,中楼层(共5层)  1980年建板楼  -,
大理道 3室0厅 650万,单价49509元/平米,650,| 3室0厅 | 131.29平米 | 南 北 | 其他,低楼层(共3层)  板楼  -,
永铭里 万全小学学区房 纯阳无遮挡 低楼层,单价33825元/平米,85,| 1室0厅 | 25.13平米 | 南 | 精装,低楼层(共1层)  1994年建板楼  -,
襄阳道 实验学片 楼层低 朝向好,单价69473元/平米,170,| 1室0厅 | 24.47平米 | 南 | 毛坯,低楼层(共3层)  1987年建板楼  -,
世昌里 黄金楼层 大卫生间 临近地铁站,单价42446元/平米,168,| 1室0厅 | 39.58平米 | 西 | 简装,中楼层(共7层)  板楼  -,
烟台道 耀华学区 公产拆间 交通便利,单价37879元/平米,70,| 1室0厅 | 18.48平米 | 东 | 简装,低楼层(共3层)  板楼  -,
宁夏路 鞍山道学区 交通便利 配套齐全,单价87720元/平米,105,| 1室0厅 | 11.97平米 | 东 北 | 毛坯,低楼层(共4层)  1985年建板楼  -,
城建里小区 万全道学区房  东照  采光好,单价42636元/平米,110,| 1室0厅 | 25.8平米 | 东 | 简装,中楼层(共6层)  1991年建板楼  -,
山西路 繁华地段 配套设施齐 交易便利,单价73579元/平米,220,| 1室1厅 | 29.9平米 | 西北 | 简装,低楼层(共1层)  板楼  -,
新建村 视野开阔 阳面采光好 精装修两室,单价32093元/平米,175,| 2室1厅 | 54.53平米 | 南 北 | 简装,高楼层(共7层)  2007年建板楼  -,
云南路 1室0厅 135万,单价53087元/平米,135,| 1室0厅 | 25.43平米 | 东 | 其他,低楼层(共3层)  1989年建板楼  -,
山西路 1室0厅 142万,单价108232元/平米,142,| 1室0厅 | 13.12平米 | 南 | 其他,低楼层(共1层)    -,
协兴里 1室0厅 95万,单价78839元/平米,95,| 1室0厅 | 12.05平米 | 南 | 其他,低楼层(共3层)    -,
河北路 1室0厅 110万,单价58511元/平米,110,| 1室0厅 | 18.8平米 | 东 北 | 其他,中楼层(共4层)  板楼  -,
众诚里 1室1厅 200万,单价54055元/平米,200,| 1室1厅 | 37平米 | 西 | 其他,高楼层(共6层)  1985年建板楼  -,
兴隆南里 精装修 鞍山道学片 视野开阔,单价50145元/平米,260,| 2室1厅 | 51.85平米 | 东 南 北 | 精装,高楼层(共7层)  1978年建板楼  -,
融创星美御 视野广阔 高档小区 配套齐全,单价62500元/平米,800,| 3室2厅 | 128平米 | 西南 | 精装,高楼层(共32层)  2012年建板塔结合  -,
文通里小区  鞍山道学片  大拆间  可落户,单价41730元/平米,110,| 1室0厅 | 26.36平米 | 西南 | 简装,低楼层(共3层)  1990年建板楼  -,
春荣里 阳面一室 户型方正 采光充足 视野好,单价58609元/平米,80,| 1室0厅 | 13.65平米 | 南 北 | 简装,高楼层(共6层)  1983年建板楼  -,
诚基中心 精装修 双地铁覆盖 耀华学片,单价36030元/平米,245,| 2室1厅 | 68平米 | 南 | 简装,高楼层(共33层)  2008年建塔楼  -,
更生里 阳面一室 无遮挡 采光好 视野开阔,单价56250元/平米,90,| 1室0厅 | 16平米 | 南 | 其他,高楼层(共4层)  板楼  -,
诚基中心 紧邻地铁 简装一室 私产可贷款,单价24167元/平米,145,| 1室0厅 | 60平米 | 北 | 其他,高楼层(共50层)  2008年建塔楼  -,
睦南道 3室0厅 350万,单价68387元/平米,350,| 3室0厅 | 51.18平米 | 西南 东北 | 毛坯,低楼层(共2层)  板楼  -,
更生里 公产房 紧邻五大道 配套设施齐全 地段繁华,单价67331元/平米,115,| 1室0厅 | 17.08平米 | 西南 | 精装,高楼层(共4层)  板楼  -,
新中里 拆间 临近地铁 交通便利,单价37143元/平米,52,| 1室0厅 | 14平米 | 南 | 毛坯,中楼层(共6层)  1985年建板楼  -,
岳阳道 朝向好 配套齐全 交通便利,单价68763元/平米,140,| 1室0厅 | 20.36平米 | 南 | 简装,低楼层(共2层)  板楼  -,
桂林路小区重点学区 五大道风景区 环境优美,单价65600元/平米,82,| 1室0厅 | 12.5平米 | 北 | 其他,低楼层(共3层)  1990年建板楼  -,
保定道29号，直管公产，地理位置优越，周边安静,单价89584元/平米,215,| 1室0厅 | 24平米 | 西 | 其他,低楼层(共5层)  板楼  -,
泰华里 3室1厅 320万,单价62783元/平米,320,| 3室1厅 | 50.97平米 | 东 西 | 其他,高楼层(共4层)  1990年建板楼  -,
瑞景名郡 低楼层 复式结构 带装修 次新房,单价31522元/平米,145,| 2室1厅 | 46平米 | 北 | 其他,低楼层(共17层)  2012年建塔楼  -,
昆营里 低楼层 配套齐全 临地铁 小区安静,单价46000元/平米,230,| 2室1厅 | 50平米 | 南 北 | 其他,低楼层(共6层)  1984年建板楼  -,
治安大街  中心地段 交通便利 业主诚心出售,单价61225元/平米,90,| 1室0厅 | 14.7平米 | 北 | 简装,中楼层(共6层)  板楼  -,
众诚里 中心小学片 配套成熟 地铁房,单价69328元/平米,165,| 1室0厅 | 23.8平米 | 南 | 简装,低楼层(共6层)  1985年建板楼  -,
保定道29号，直管公产，3层小别墅，地理位置优越,单价89584元/平米,215,| 1室0厅 | 24平米 | 西 | 其他,中楼层(共5层)  板楼  -,
全胜里 阳面采光充足 无遮挡 紧邻睦南公园,单价62748元/平米,95,| 1室0厅 | 15.14平米 | 南 | 其他,低楼层(共3层)  1972年建板楼  -,
常德道 中间楼层 公产房 价位合适 适宜投资,单价45032元/平米,150,| 1室0厅 | 33.31平米 | 北 | 简装,中楼层(共4层)  1978年建板楼  -,
瑞竹大厦 中心位置 配套齐全 交通便利,单价33865元/平米,170,| 2室1厅 | 50.2平米 | 西 | 其他,高楼层(共19层)  1990年建塔楼  -,
保定道29号，直管公产，地理位置优越，周边安静,单价89584元/平米,215,| 1室0厅 | 24平米 | 西 | 其他,中楼层(共5层)  板楼  -,
嘉利中心 3室2厅 350万,单价18777元/平米,350,| 3室2厅 | 186.4平米 | 东南 | 其他,高楼层(共30层)  2000年建塔楼  -,
富顿大厦 2室1厅 430万,单价50589元/平米,430,| 2室1厅 | 85平米 | 西北 | 其他,高楼层(共30层)  2008年建板楼  -,
天新里 2室1厅 245万,单价37348元/平米,245,| 2室1厅 | 65.6平米 | 东 | 其他,中楼层(共7层)  1985年建板楼  -,
金德园 1室1厅 455万,单价65943元/平米,455,| 1室1厅 | 69平米 | 南 北 | 其他,中楼层(共46层)  2011年建板楼  -,
和平时光 3室1厅 670万,单价47864元/平米,670,| 3室1厅 | 139.98平米 | 西南 北 | 其他,低楼层(共31层)  2013年建板楼  -,
怀远里 1室1厅 175万,单价46817元/平米,175,| 1室1厅 | 37.38平米 | 东 | 其他,高楼层(共7层)  1993年建板楼  -,
昆明路 1室1厅 165万,单价47143元/平米,165,| 1室1厅 | 35平米 | 南 西 | 其他,中楼层(共6层)  1990年建板楼  -,
诚基经贸中心 地铁房 学区房 配套设施齐全,单价22951元/平米,140,| 1室1厅 | 61平米 | 南 | 精装,低楼层(共50层)  2008年建塔楼  -,
睦南道 一楼带小院 历史风貌建筑 交通便利,单价66667元/平米,420,| 3室0厅 | 63平米 | 东 西南 | 其他,低楼层(共6层)  1990年建板楼  -,
哈密道小学学区  出门滨江道购物街   百货大楼,单价55000元/平米,99,| 2室0厅 | 18平米 | 东北 | 简装,低楼层(共2层)  板楼  -,
诚兴里 1室0厅 75万,单价54625元/平米,75,| 1室0厅 | 13.73平米 | 南 | 其他,低楼层(共2层)    -,
河北路 1室0厅 135万,单价51804元/平米,135,| 1室0厅 | 26.06平米 | 南 | 其他,低楼层(共2层)    -,
文星里 2室1厅 300万,单价51725元/平米,300,| 2室1厅 | 58平米 | 南 北 | 其他,中楼层(共4层)  1978年建板楼  -,
诚基经贸中心 1室1厅 145万,单价21324元/平米,145,| 1室1厅 | 68平米 | 西 | 其他,中楼层(共50层)  2008年建塔楼  -,
鸿记里 1室1厅 140万,单价36487元/平米,140,| 1室1厅 | 38.37平米 | 东 | 其他,高楼层(共6层)  1987年建板楼  -,
怀远里 1室1厅 205万,单价64123元/平米,205,| 1室1厅 | 31.97平米 | 南 | 其他,低楼层(共6层)  1993年建板楼  -,
锦州道 1室0厅 105万,单价97313元/平米,105,| 1室0厅 | 10.79平米 | 南 | 其他,低楼层(共1层)    -,
诚基经贸中心 2室1厅 135万,单价24108元/平米,135,| 2室1厅 | 56平米 | 南 | 其他,高楼层(共34层)  2008年建塔楼  -,
同安北里 2室1厅 260万,单价35136元/平米,260,| 2室1厅 | 74平米 | 南 | 其他,高楼层(共5层)  1995年建板楼  -,
吉利花园 2室1厅 530万,单价59692元/平米,530,| 2室1厅 | 88.79平米 | 西北 | 其他,中楼层(共15层)  2002年建板楼  -,
环球金融中心津塔公寓 1室0厅 300万,单价33334元/平米,300,| 1室0厅 | 90平米 | 东南 | 其他,低楼层(共30层)  2010年建塔楼  -,
大理道 1室0厅 86万,单价57219元/平米,86,| 1室0厅 | 15.03平米 | 南 | 其他,低楼层(共1层)  平房  -,
裕德里 2室0厅 320万,单价66363元/平米,320,| 2室0厅 | 48.22平米 | 西北 | 其他,中楼层(共8层)  1985年建板楼  -,
怀远里 1室1厅 175万,单价46817元/平米,175,| 1室1厅 | 37.38平米 | 东 | 其他,高楼层(共7层)  1993年建板楼  -,
长寿公寓 3室1厅 485万,单价42174元/平米,485,| 3室1厅 | 115平米 | 西南 | 其他,中楼层(共18层)  1999年建板楼  -,
观云里 2室1厅 348万,单价44616元/平米,348,| 2室1厅 | 78平米 | 东南 | 其他,高楼层(共28层)  1990年建板楼  -,
四平东道 1室1厅 120万,单价51064元/平米,120,| 1室1厅 | 23.5平米 | 南 | 其他,低楼层(共1层)    -,
诚基经贸中心 4室1厅 298万,单价43824元/平米,298,| 4室1厅 | 68平米 | 北 | 其他,中楼层(共33层)  2008年建塔楼  -,
瑞竹大厦 2室1厅 270万,单价45555元/平米,270,| 2室1厅 | 59.27平米 | 东南 | 其他,低楼层(共19层)  1990年建塔楼  -,
诚基经贸中心 1室1厅 130万,单价21588元/平米,130,| 1室1厅 | 60.22平米 | 北 | 其他,中楼层(共50层)  2008年建塔楼  -,
新欣里 2室0厅 208万,单价33549元/平米,208,| 2室0厅 | 62平米 | 南 北 | 其他,高楼层(共6层)  1984年建板楼  -,
昆营里 阳面采光好 低楼层  配套设施齐全,单价31277元/平米,75,| 1室0厅 | 23.98平米 | 西南 | 其他,低楼层(共6层)  1984年建板楼  -,
瑞景名郡  中间楼层  视野宽阔  复式结构,单价30393元/平米,155,| 2室1厅 | 51平米 | 东 | 其他,高楼层(共17层)  2012年建塔楼  -,
岳阳道 户型方正 无遮挡 采光充足 交通便利,单价54781元/平米,110,| 1室0厅 | 20.08平米 | 东 | 其他,低楼层(共2层)  1991年建板楼  -,
四平东道  繁华地段  中心地带  可落户,单价67341元/平米,120,| 1室0厅 | 17.82平米 | 南 | 其他,低楼层(共2层)  1990年建板楼  -,
建设路   20中附小  精装  采光好,单价42736元/平米,125,| 2室0厅 | 29.25平米 | 北 | 其他,低楼层(共2层)  1994年建板楼  -,
万全道 拆间 税费少 户型方正 交通便利,单价55901元/平米,90,| 1室0厅 | 16.1平米 | 西 | 其他,低楼层(共2层)  1996年建板楼  -,
金茂广场 1室0厅 120万,单价20377元/平米,120,| 1室0厅 | 58.89平米 | 东 | 其他,低楼层(共46层)  1990年建板楼  -,
朗文名邸 2室2厅 800万,单价74075元/平米,800,| 2室2厅 | 108平米 | 东南 | 其他,高楼层(共32层)  2011年建板楼  -,
诚基经贸中心 3室2厅 412万,单价60589元/平米,412,| 3室2厅 | 68平米 | 南 北 | 其他,高楼层(共33层)  2008年建塔楼  -,
大生里 1室0厅 138万,单价62728元/平米,138,| 1室0厅 | 22平米 | 南 | 其他,高楼层(共6层)  1998年建板楼  -,
包头道 2室0厅 350万,单价53847元/平米,350,| 2室0厅 | 65平米 | 南 | 其他,低楼层(共5层)  1996年建板楼  -,
求志里 四通八达 户型方正 诚意出售,单价65728元/平米,56,| 1室0厅 | 8.52平米 | 东北 | 毛坯,高楼层(共4层)  板楼  -,
求志里 公产房拆间 耀华学区房 配套齐全,单价31250元/平米,100,| 1室0厅 | 32平米 | 东南 | 其他,低楼层(共3层)  板楼  -,
义达里 2室1厅 180万,单价32968元/平米,180,| 2室1厅 | 54.6平米 | 西北 | 其他,高楼层(共5层)  1993年建板楼  -,
睦南道，宗教产，投资房，一次性付款,单价65486元/平米,170,| 1室0厅 | 25.96平米 | 南 | 简装,低楼层(共3层)  板楼  -,
福缘里  黄金楼层 落户拆间 鞍山道小学,单价70902元/平米,96,| 1室0厅 | 13.54平米 | 南 | 其他,低楼层(共2层)  板楼  -,
湯臣津湾一品 配套齐全 地处繁华地带 交通便利,单价43637元/平米,480,| 1室1厅 | 110平米 | 西 | 其他,低楼层(共57层)  2015年建板楼  -,
文化村 2室1厅 150万,单价37435元/平米,150,| 2室1厅 | 40.07平米 | 南 北 | 其他,高楼层(共5层)  1980年建板楼  -,
诚基经贸中心 1室1厅 145万,单价28432元/平米,145,| 1室1厅 | 51平米 | 西北 | 其他,高楼层(共50层)  2008年建塔楼  -,
包头道 2室1厅 350万,单价53847元/平米,350,| 2室1厅 | 65平米 | 南 | 其他,低楼层(共5层)  1996年建板楼  -,
裕德里 2室1厅 270万,单价49091元/平米,270,| 2室1厅 | 55平米 | 西北 | 简装,高楼层(共8层)  1985年建板楼  -,
常德道 2室1厅 400万,单价79729元/平米,400,| 2室1厅 | 50.17平米 | 南 北 | 其他,低楼层(共3层)  板楼  -,
兴中里 公产房拆间 配套齐全 生活便利,单价44032元/平米,90,| 1室0厅 | 20.44平米 | 东南 | 简装,中楼层(共5层)  1990年建板楼  -,
都会轩 2室1厅 680万,单价77273元/平米,680,| 2室1厅 | 88平米 | 北 | 其他,中楼层(共53层)  2012年建板楼  -,
大理道 私产可贷款 环境静谧 交通便捷,单价83520元/平米,112,| 1室0厅 | 13.41平米 | 东 | 其他,低楼层(共1层)  板楼  -,
河沿里 2室1厅 230万,单价44514元/平米,230,| 2室1厅 | 51.67平米 | 南 北 | 其他,高楼层(共6层)  1985年建板楼  -,
光华巷 2室1厅 285万,单价45088元/平米,285,| 2室1厅 | 63.21平米 | 南 西 | 其他,中楼层(共7层)  1990年建板楼  -,
哈尔滨道 3室0厅 600万,单价73792元/平米,600,| 3室0厅 | 81.31平米 | 南 | 其他,低楼层(共6层)    -,
众诚里 2室1厅 300万,单价77902元/平米,300,| 2室1厅 | 38.51平米 | 东南 | 其他,低楼层(共6层)  1985年建板楼  -,
诚基经贸中心 2室2厅 350万,单价38902元/平米,350,| 2室2厅 | 89.97平米 | 东 北 | 其他,中楼层(共33层)  2008年建塔楼  -,
新福方里 2室1厅 570万,单价39761元/平米,570,| 2室1厅 | 143.36平米 | 南 北 | 其他,中楼层(共17层)  1998年建板楼  -,
瑞竹大厦 2室1厅 145万,单价30463元/平米,145,| 2室1厅 | 47.6平米 | 东 | 其他,中楼层(共19层)  1990年建塔楼  -,
设计里 昆明路学区房 顶楼采光好 视野开阔,单价40000元/平米,110,| 1室0厅 | 27.5平米 | 东南 | 其他,高楼层(共4层)  1974年建板楼  -,
康宁大厦 1室0厅 380万,单价20995元/平米,380,| 1室0厅 | 181平米 | 东 | 其他,低楼层(共16层)  塔楼  -,
和平区甘肃路拆间可落户看房方便,单价88889元/平米,160,| 1室0厅 | 18平米 | 北 | 其他,高楼层(共4层)  板楼  -,
竟业里 黄金三楼 双阳两室 户型方正,单价47385元/平米,308,| 2室1厅 | 65平米 | 南 | 其他,中楼层(共5层)  1990年建板楼  -,
团圆里 1室0厅 160万,单价53494元/平米,160,| 1室0厅 | 29.91平米 | 南 | 其他,低楼层(共3层)  板楼  -,
诚基经贸中心 1室1厅 155万,单价22795元/平米,155,| 1室1厅 | 68平米 | 北 | 其他,高楼层(共33层)  2008年建塔楼  -,
树德北里 2室0厅 288万,单价59901元/平米,288,| 2室0厅 | 48.08平米 | 南 | 其他,低楼层(共5层)  1990年建板楼  -,
永德里 1室0厅 108万,单价54546元/平米,108,| 1室0厅 | 19.8平米 | 北 | 其他,低楼层(共6层)  1989年建板楼  -,
富顿大厦 1室1厅 395万,单价53676元/平米,395,| 1室1厅 | 73.59平米 | 南 | 其他,高楼层(共30层)  2008年建板楼  -,
吴家窑二号路 2室0厅 250万,单价59881元/平米,250,| 2室0厅 | 41.75平米 | 南 | 其他,低楼层(共6层)    -,
三义里 阳面两室 无遮挡 采光充足 出行方便,单价58553元/平米,140,| 2室1厅 | 23.91平米 | 南 | 简装,低楼层(共1层)  1990年建板楼  -,
建设路 小白楼地铁 南北向 二十中附小 私产,单价35000元/平米,273,| 1室1厅 | 78平米 | 南 北 | 简装,高楼层(共7层)  1994年建板楼  -,
郑业里 2室1厅 275万,单价52885元/平米,275,| 2室1厅 | 52平米 | 南 北 | 其他,高楼层(共6层)  1993年建板楼  -,
世昌里 1室1厅 230万,单价59463元/平米,230,| 1室1厅 | 38.68平米 | 西 | 其他,中楼层(共7层)  板楼  -,
吉利花园 1室1厅 430万,单价62337元/平米,430,| 1室1厅 | 68.98平米 | 西 | 其他,高楼层(共15层)  2002年建板楼  -,
金茂广场 1室0厅 80万,单价16695元/平米,80,| 1室0厅 | 47.92平米 | 北 | 其他,低楼层(共46层)  1990年建板楼  -,
诚基经贸中心 2室1厅 170万,单价28334元/平米,170,| 2室1厅 | 60平米 | 西北 | 其他,高楼层(共33层)  2008年建塔楼  -,
气象东里 1室1厅 140万,单价37838元/平米,140,| 1室1厅 | 37平米 | 西 | 其他,低楼层(共7层)  1988年建板楼  -,
鞍山道168号社区 2室1厅 230万,单价38552元/平米,230,| 2室1厅 | 59.66平米 | 东 西 | 其他,中楼层(共5层)  1991年建板楼  -,
同发里 中间楼层 私产可贷款 朝南采光充足,单价39474元/平米,150,| 1室1厅 | 38平米 | 南 | 其他,中楼层(共7层)  1999年建板楼  -,
世升花园 2室2厅 560万,单价43411元/平米,560,| 2室2厅 | 129平米 | 南 | 其他,中楼层(共16层)  2000年建板楼  -,
锦江里（和平） 1室0厅 95万,单价25676元/平米,95,| 1室0厅 | 37平米 | 西 | 其他,高楼层(共6层)  1992年建板楼  -,
同庆后 1室0厅 220万,单价70968元/平米,220,| 1室0厅 | 31平米 | 东 | 其他,中楼层(共7层)  板楼  -,
新秀居 南北通透三居室 电梯房 万全道铁片,单价38951元/平米,450,| 3室2厅 | 115.53平米 | 东南 | 其他,中楼层(共17层)  2005年建板楼  -,
大理道 1室0厅 150万,单价58870元/平米,150,| 1室0厅 | 25.48平米 | 南 | 简装,低楼层(共3层)  板楼  -,
树德楼 1室0厅 82万,单价30371元/平米,82,| 1室0厅 | 27平米 | 南 | 简装,中楼层(共6层)  1988年建板楼  -,
诚基经贸中心 1室1厅 220万,单价44000元/平米,220,| 1室1厅 | 50平米 | 东南 | 精装,高楼层(共50层)  2008年建塔楼  -,
保利大都会天汇雅苑 3室1厅 815万,单价67686元/平米,815,| 3室1厅 | 120.41平米 | 南 | 精装,高楼层(共38层)  2013年建板楼  -,
同安新里 2室1厅 260万,单价40945元/平米,260,| 2室1厅 | 63.5平米 | 南 北 | 简装,高楼层(共6层)  1995年建板楼  -,
新欣里 和平区黄金地段，地铁旁，稀缺带阳台的拆间,单价50084元/平米,60,| 1室1厅 | 11.98平米 | 东南 | 其他,高楼层(共6层)  1984年建板楼  -,
吉利花园 市中心 电梯房 婚房装修 临近地铁,单价50000元/平米,350,| 2室1厅 | 70平米 | 西 | 精装,低楼层(共32层)  2002年建板楼  -,
津塔公寓 海河观景房 诚意出售 高楼层 采光好,单价43308元/平米,550,| 2室1厅 | 127平米 | 西北 | 其他,高楼层(共30层)  2010年建塔楼  -,
津塔公寓 视野开阔  中间楼层 观景效果较好,单价45162元/平米,280,| 1室1厅 | 62平米 | 北 | 其他,中楼层(共30层)  2010年建塔楼  -,
诚基经贸中心 南京路沿线  耀华学片 配套成熟,单价30479元/平米,210,| 1室1厅 | 68.9平米 | 南 | 其他,高楼层(共34层)  2008年建塔楼  -,
锦中大厦 中间楼层 双阳卧室 中心小学学区房,单价35267元/平米,529,| 2室2厅 | 150平米 | 南 | 其他,中楼层(共15层)  1990年建塔楼  -,
瑞景名郡 地铁一号线 电梯房 精装修,单价29917元/平米,150,| 2室1厅 | 50.14平米 | 西 | 其他,低楼层(共18层)  2012年建塔楼  -,
私产房 中间楼层 无遮挡 格局好,单价27362元/平米,210,| 1室1厅 | 76.75平米 | 西 | 其他,高楼层(共11层)  2004年建塔楼  -,
睦南道 户型方正 采光充足 楼层低,单价85859元/平米,85,| 1室0厅 | 9.9平米 | 南 | 其他,低楼层(共3层)  1990年建板楼  -,
保利金香槟 中间楼层 交通便利 采光好,单价50685元/平米,370,| 2室2厅 | 73平米 | 东南 南 | 其他,中楼层(共24层)  2012年建板楼  -,
瑞景名郡 低楼层 精装两室 复式结构 电梯房,单价19149元/平米,180,| 2室1厅 | 94平米 | 东 北 | 精装,低楼层(共18层)  2012年建塔楼  -,
协昌里二条 一楼带院 采光充足 配套齐全,单价58537元/平米,240,| 2室1厅 | 41平米 | 南 北 | 简装,低楼层(共1层)  板楼  -,
三育里 黄金楼层 户型方正 采光好无遮挡 临近地铁,单价30076元/平米,320,| 2室1厅 | 106.4平米 | 南 西 | 简装,中楼层(共8层)  1997年建板楼  -,
大都会天汇茗苑 南北通透 临近地铁 视野好,单价39706元/平米,1550,| 4室2厅 | 390.37平米 | 南 北 | 精装,高楼层(共34层)  1990年建板楼  -,
襄阳道 1室0厅 240万,单价59143元/平米,240,| 1室0厅 | 40.58平米 | 南 | 其他,高楼层(共6层)  1987年建板楼  -,
2014年入过学籍 100万以下的伙单 公产房 一次性,单价49621元/平米,85,| 1室0厅 | 17.13平米 | 南 | 其他,低楼层(共3层)  1995年建板楼  -,
宜昌南里 1室1厅 176万,单价37874元/平米,176,| 1室1厅 | 46.47平米 | 南 北 | 其他,中楼层(共9层)  2000年建板楼  -,
福厚西里 1室1厅 210万,单价50000元/平米,210,| 1室1厅 | 42平米 | 南 | 其他,中楼层(共7层)  1998年建板楼  -,
汉口西道 3室0厅 210万,单价34164元/平米,210,| 3室0厅 | 61.47平米 | 南 北 | 其他,低楼层(共3层)  板楼  -,
府上和平 1室1厅 300万,单价70739元/平米,300,| 1室1厅 | 42.41平米 | 北 | 其他,高楼层(共33层)  2015年建板楼  -,
金茂广场 1室1厅 180万,单价29374元/平米,180,| 1室1厅 | 61.28平米 | 南 | 其他,中楼层(共46层)  1990年建板楼  -,
诚基经贸中心 1室1厅 125万,单价20834元/平米,125,| 1室1厅 | 60平米 | 北 | 其他,低楼层(共50层)  2008年建塔楼  -,
长沙路 2室0厅 220万,单价56599元/平米,220,| 2室0厅 | 38.87平米 | 东 | 其他,低楼层(共3层)  板楼  -,
锦中大厦 中心学片 私产过五年 南北向,单价42106元/平米,560,| 3室1厅 | 133平米 | 南 北 | 精装,低楼层(共15层)  1990年建塔楼  -,
诚基经贸中心 采光好 精装修 视野开阔,单价40000元/平米,272,| 2室1厅 | 68平米 | 南 | 其他,高楼层(共33层)  2008年建塔楼  -,
昆营里 2室0厅 200万,单价38462元/平米,200,| 2室0厅 | 52平米 | 南 | 其他,高楼层(共6层)  1984年建板楼  -,
诚基经贸中心 1室1厅 150万,单价30000元/平米,150,| 1室1厅 | 50平米 | 西北 | 其他,低楼层(共50层)  2008年建塔楼  -,
重庆道 2室0厅 240万,单价71006元/平米,240,| 2室0厅 | 33.8平米 | 南 | 其他,高楼层(共5层)  板楼  -,
泰华里 2室0厅 280万,单价56339元/平米,280,| 2室0厅 | 49.7平米 | 南 北 | 其他,中楼层(共4层)  1990年建板楼  -,
三乐里 1室1厅 150万,单价34091元/平米,150,| 1室1厅 | 44平米 | 东 | 其他,高楼层(共24层)  1998年建板楼  -,
三友里 1室0厅 110万,单价28351元/平米,110,| 1室0厅 | 38.8平米 | 东北 | 其他,高楼层(共6层)  1990年建板楼  -,
君隆公寓 1室1厅 195万,单价26011元/平米,195,| 1室1厅 | 74.97平米 | 东北 | 其他,高楼层(共37层)  板楼  -,
紧挨着耀华小学和耀华中学，地铁营口道站附近,单价44137元/平米,350,| 3室1厅 | 79.3平米 | 西北 | 其他,中楼层(共7层)  1992年建板楼  -,
昆明路 1室1厅 165万,单价47143元/平米,165,| 1室1厅 | 35平米 | 南 西 | 其他,中楼层(共6层)  1990年建板楼  -,
山西路 1室0厅 100万,单价79873元/平米,100,| 1室0厅 | 12.52平米 | 南 | 其他,低楼层(共4层)  板楼  -,
襄阳道 视野宽阔 交通便利 户型好 无遮挡,单价46512元/平米,200,| 2室0厅 | 43平米 | 西南 北 | 其他,中楼层(共6层)  1987年建板楼  -,
复元里 1室0厅 150万,单价54388元/平米,150,| 1室0厅 | 27.58平米 | 南 | 其他,中楼层(共5层)  1980年建板楼  -,
重庆道 2室0厅 300万,单价74926元/平米,300,| 2室0厅 | 40.04平米 | 南 | 其他,低楼层(共2层)  1990年建板楼  -,
大都会两居室 万全学区 满五年 落户婚房首选,单价53732元/平米,720,| 2室2厅 | 134平米 | 南 | 其他,低楼层(共38层)  2012年建板楼  -,
聚英大楼 1室0厅 95万,单价57998元/平米,95,| 1室0厅 | 16.38平米 | 南 | 其他,低楼层(共2层)  板楼  -,
乐寿里 2室0厅 115万,单价50863元/平米,115,| 2室0厅 | 22.61平米 | 西 | 其他,低楼层(共3层)  1990年建板楼  -,
城建里 1室0厅 145万,单价65910元/平米,145,| 1室0厅 | 22平米 | 东 西 | 其他,高楼层(共6层)  1991年建板楼  -,
环球金融中心津塔公寓 1室0厅 320万,单价35556元/平米,320,| 1室0厅 | 90平米 | 西南 | 其他,高楼层(共30层)  2010年建塔楼  -,
融创星美御 视野广阔 高档小区 配套齐全,单价55148元/平米,750,| 3室1厅 | 136平米 | 西南 | 其他,中楼层(共32层)  2012年建板塔结合  -,
陕西路 1室0厅 99万,单价56767元/平米,99,| 1室0厅 | 17.44平米 | 北 | 其他,低楼层(共2层)  板楼  -,
乐寿里 1室0厅 95万,单价57576元/平米,95,| 1室0厅 | 16.5平米 | 西南 | 其他,低楼层(共3层)  板楼  -,
新华路 1室0厅 78万,单价44828元/平米,78,| 1室0厅 | 17.4平米 | 东 | 其他,低楼层(共1层)  平房  -,
