name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
海珠半岛 东南向 保养很好 安静不吵,单价32521元/平米,400,| 3室2厅 | 123平米 | 东南 | 精装,低楼层(共42层)  2006年建塔楼  -,
纺织路 超大三房可间正规五房 面积实用,单价18096元/平米,190,| 3室2厅 | 105平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
嘉仕花园 南向两房 安静舒适,单价34329元/平米,230,| 2室2厅 | 67平米 | 南 | 其他,低楼层(共20层)  2003年建塔楼  -,
证过5年唯一物业，产权清晰，少税费,单价38462元/平米,350,| 2室1厅 | 91平米 | 西北 | 其他,中楼层(共30层)  塔楼  -,
怡雅苑 电梯4房 方正实用 带天台花园,单价20926元/平米,226,| 4室2厅 | 108平米 | 西北 | 其他,高楼层(共9层)  1997年建塔楼  -,
南向三房 视野开阔 超实用 生活交通便利,单价22396元/平米,215,| 3室1厅 | 96平米 | 南 | 简装,高楼层(共32层)  1997年建塔楼  -,
保利百合 复式三层 望花园 送天台花园,单价26405元/平米,470,| 3室2厅 | 178平米 | 西南 | 精装,高楼层(共21层)  2004年建塔楼  -,
金丰花园   舒适安逸  低层单位,单价20409元/平米,200,| 3室2厅 | 98平米 | 西南 | 简装,中楼层(共9层)  2000年建塔楼  -,
金盛大厦 高层小户型 超实用两房,单价29091元/平米,160,| 2室1厅 | 55平米 | 北 | 其他,中楼层(共23层)  2005年建塔楼  -,
毛纺小区，3房一厅，通风采光好,单价18000元/平米,162,| 3室1厅 | 90平米 | 南 | 简装,高楼层(共8层)  1990年建塔楼  -,
锦丽居电梯四房 户型方正 拎包入住,单价32937元/平米,415,| 4室2厅 | 126平米 | 南 | 精装,高楼层(共22层)  1999年建塔楼  -,
富力现代广场 三房带主套,单价33188元/平米,380,| 3室2厅 | 114.5平米 | 南 | 精装,中楼层(共19层)  2005年建塔楼  -,
侨城花园 方正大三房 地铁上盖,单价16020元/平米,165,| 3室2厅 | 103平米 | 北 | 简装,中楼层(共9层)  1998年建塔楼  -,
光大花园康榕苑 小高层复式单位 间隔合理,单价25916元/平米,368,| 3室2厅 | 142平米 | 南 | 精装,高楼层(共6层)  2006年建塔楼  -,
保利花园 精致三房 间隔实用 实用率高,单价27012元/平米,235,| 3室2厅 | 87平米 | 北 | 精装,高楼层(共6层)  2000年建塔楼  -,
沙园大街 低层3房 南北对流,单价22657元/平米,145,| 3室2厅 | 64平米 | 东南 | 其他,低楼层(共7层)  2002年建塔楼  -,
英豪花园 精致装修 近地铁,单价23000元/平米,230,| 3室2厅 | 100平米 | 北 | 精装,中楼层(共9层)  2005年建塔楼  -,
珠江帝景 克莱公寓 全新未住 带入户花园,单价37816元/平米,900,| 5室2厅 | 238平米 | 东南 | 其他,高楼层(共32层)  2007年建塔楼  -,
穗发花园 户型方正 精装两房 过五唯一,单价24194元/平米,150,| 2室2厅 | 62平米 | 东北 | 其他,高楼层(共8层)  塔楼  -,
馨润尚寓 高层电梯3房,单价25843元/平米,230,| 3室1厅 | 89平米 | 北 | 精装,中楼层(共32层)  2005年建塔楼  -,
经装修变成3房一厅，凑字数,单价17351元/平米,110,| 3室1厅 | 63.4平米 | 东北 | 其他,高楼层(共9层)  塔楼  -,
赤岗苑 中层2房 户型方正,单价19812元/平米,105,| 2室1厅 | 53平米 | 西 | 简装,中楼层(共9层)  1997年建塔楼  -,
森语星园 精装两房 证过两年,单价24905元/平米,195,| 2室2厅 | 78.3平米 | 东 | 其他,高楼层(共19层)  2004年建塔楼  -,
实用两房 南北对流 采光通风俱佳,单价20910元/平米,115,| 2室1厅 | 55平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
和辉花园 舒适两房 安静 采光好,单价22353元/平米,152,| 2室1厅 | 68平米 | 西 | 简装,中楼层(共12层)  1999年建塔楼  -,
实用两房 业主诚意出售,单价18310元/平米,130,| 2室1厅 | 71平米 | 东 | 其他,高楼层(共9层)  1997年建塔楼  -,
实用舒适单位 配套完善,单价27942元/平米,190,| 2室1厅 | 68平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
全明户型，实用两房，视野开阔,单价18073元/平米,93,| 2室1厅 | 51.46平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
怡安花园 舒适3房 格局方正 小区管理,单价20330元/平米,185,| 3室1厅 | 91平米 | 西南 | 其他,中楼层(共9层)  1999年建塔楼  -,
实用舒适单位 配套完善,单价28986元/平米,200,| 2室1厅 | 69平米 | 南 | 其他,中楼层(共9层)  2005年建塔楼  -,
沥滘公安宿舍 步梯二楼最舒适,单价18182元/平米,120,| 2室1厅 | 66平米 | 北 | 其他,低楼层(共9层)  1997年建塔楼  -,
朗晴居二期 南向 两房售,单价33133元/平米,275,| 2室1厅 | 83平米 | 南 | 其他,高楼层(共30层)  2000年建塔楼  -,
晓园新村 实用温馨单位 配套完善,单价22414元/平米,130,| 2室1厅 | 58平米 | 南 | 简装,低楼层(共8层)  2005年建塔楼  -,
实用温馨单位 配套完善,单价18667元/平米,140,| 2室1厅 | 75平米 | 北 | 简装,低楼层(共9层)  2005年建塔楼  -,
实用两房 业主诚意出售,单价21429元/平米,120,| 2室1厅 | 56平米 | 北 | 简装,中楼层(共4层)  1997年建塔楼  -,
中层单位  安保一流  配套齐全,单价16428元/平米,80,| 1室1厅 | 48.7平米 | 东南 | 其他,中楼层(共8层)  塔楼  -,
实用大两房 交通便利 配套完善,单价19754元/平米,160,| 2室1厅 | 81平米 | 东南 | 简装,高楼层(共9层)  塔楼  -,
君汇上品 温馨两房 地铁上盖  交通便利,单价37000元/平米,318.2,| 2室1厅 | 86平米 | 西南 | 其他,高楼层(共30层)  2013年建塔楼  -,
望花园 少放盘 安静,单价14656元/平米,85,| 2室1厅 | 58平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
江南西 南天阁 电梯两房 配套完善,单价27957元/平米,260,| 2室2厅 | 93平米 | 南 | 其他,高楼层(共18层)  1994年建塔楼  -,
实用两房 业主诚意出售,单价20000元/平米,126,| 2室1厅 | 63平米 | 东北 | 其他,高楼层(共9层)  1989年建塔楼  -,
纺织路 黄金楼盘 商住两用 户型实用,单价35002元/平米,122.05,| 1室1厅 | 34.87平米 | 西 | 其他,低楼层(共9层)  塔楼  -,
愉景雅苑 3房带主套 过五唯一,单价34580元/平米,370,| 3室2厅 | 107平米 | 南 | 简装,低楼层(共12层)  2000年建塔楼  -,
近地铁 空间大两房 南北对流,单价16482元/平米,89,| 2室1厅 | 54平米 | 南 | 简装,中楼层(共5层)  塔楼  -,
投资必选房源 买到就赚到,单价26416元/平米,140,| 3室2厅 | 53平米 | 北 | 简装,低楼层(共19层)  2011年建塔楼  -,
万翠苑 地铁物业 实用两房 安静舒适,单价21667元/平米,130,| 2室2厅 | 60平米 | 北 | 其他,中楼层(共7层)  1999年建塔楼  -,
实用温馨单位 配套完善,单价18254元/平米,230,| 4室2厅 | 126平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
实用温馨单位 配套完善,单价28000元/平米,226.8,| 3室2厅 | 81平米 | 东北 | 简装,中楼层(共10层)  1999年建塔楼  -,
南洲花苑 证过2年 精装修 带学位,单价18974元/平米,170,| 3室2厅 | 89.6平米 | 北 | 其他,中楼层(共9层)  1993年建塔楼  -,
实用温馨单位 配套完善,单价18549元/平米,115,| 2室1厅 | 62平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
侨诚花园 阳光充足 格局方正 交通便利,单价19000元/平米,95,| 2室1厅 | 50平米 | 东南 | 其他,高楼层(共9层)  1998年建塔楼  -,
群星苑 实用舒适单位 配套完善,单价18144元/平米,170,| 3室1厅 | 93.7平米 | 东南 | 其他,低楼层(共9层)  塔楼  -,
双子星城 中大布匹大商圈 投资首选修改房,单价31429元/平米,110,| 1室1厅 | 35平米 | 北 | 简装,高楼层(共15层)  2005年建塔楼  -,
侨诚花园 高层带天台 户型方正 望花小区,单价18657元/平米,125,| 2室2厅 | 67平米 | 北 | 简装,高楼层(共9层)  1998年建塔楼  -,
聚德花园 安静小区 过五年,单价21143元/平米,148,| 2室2厅 | 70平米 | 北 | 其他,中楼层(共29层)  塔楼  -,
逸景中区 单边位够五年唯一 住家首选,单价26154元/平米,340,| 4室2厅 | 130平米 | 东北 | 其他,低楼层(共12层)  2002年建塔楼  -,
金溪大厦 采光一流 南北对流 中层三房,单价17053元/平米,162,| 3室2厅 | 95平米 | 东南 | 其他,高楼层(共7层)  1999年建塔楼  -,
工业大道 盈丰华轩 电梯大两房 交通便利,单价26471元/平米,180,| 2室1厅 | 68平米 | 东北 | 简装,低楼层(共19层)  2002年建塔楼  -,
五一新村 少有的电梯房 中楼层 采光好,单价31579元/平米,300,| 3室2厅 | 95平米 | 东南 | 简装,中楼层(共15层)  1999年建塔楼  -,
江燕花园 楼梯中层 保养好,单价20000元/平米,90,| 2室1厅 | 45平米 | 东南 | 简装,中楼层(共9层)  1996年建塔楼  -,
翠城花园 豪华装修中空复式单位 北向,单价35399元/平米,800,| 5室2厅 | 226平米 | 北 | 精装,高楼层(共21层)  2009年建塔楼  -,
实用温馨单位 配套完善,单价39326元/平米,350,| 3室1厅 | 89平米 | 东南 | 简装,高楼层(共9层)  2002年建塔楼  -,
实用温馨单位 配套完善,单价42308元/平米,550,| 3室2厅 | 130平米 | 南 | 其他,高楼层(共29层)  塔楼  -,
低层2房 低总价 老人挚爱,单价17442元/平米,75,| 2室1厅 | 43平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
将军直街 交通便利 旺中带静,单价20203元/平米,200,| 4室2厅 | 99平米 | 东 | 简装,中楼层(共7层)  塔楼  -,
实用两房 业主诚意出售,单价21528元/平米,155,| 2室1厅 | 72平米 | 东南 | 其他,高楼层(共9层)  1999年建塔楼  -,
房源标题(售) 南燕苑 实用北向电梯3房,单价21429元/平米,150,| 3室1厅 | 70平米 | 东南 | 其他,低楼层(共9层)  1999年建塔楼  -,
江景苑 3房2厅 带天台花园 证过2年,单价20000元/平米,190,| 3室2厅 | 95平米 | 南 | 精装,高楼层(共9层)  1997年建塔楼  -,
宏宇广场 实用一房 好租好卖,单价25000元/平米,142.5,| 1室1厅 | 57平米 | 南 | 其他,高楼层(共33层)  塔楼  -,
金碧花园电梯高层精装两房 新婚首选！,单价25397元/平米,160,| 2室1厅 | 63平米 | 东北 | 精装,高楼层(共22层)  2000年建塔楼  -,
地铁上盖 低层南向两房房 证过五年 修改,单价20254元/平米,160,| 2室2厅 | 79平米 | 南 | 简装,低楼层(共9层)  1999年建塔楼  -,
银业国际公寓 1室0厅 100万,单价23256元/平米,100,| 1室0厅 | 43平米 | 北 | 其他,低楼层(共29层)  塔楼  -,
江南美景 地铁上盖 实用三房,单价23937元/平米,225,| 3室2厅 | 94平米 | 西 | 简装,中楼层(共19层)  塔楼  -,
近地铁 花园小区 即买即住,单价22232元/平米,105,| 2室1厅 | 47.23平米 | 北 | 简装,高楼层(共9层)  1999年建塔楼  -,
罗马家园 中高楼层 东向光线好,单价32000元/平米,396.8,| 3室2厅 | 124平米 | 东 | 简装,高楼层(共28层)  2007年建塔楼  -,
精装1房 户型方正 使用率高,单价20968元/平米,65,| 1室1厅 | 31平米 | 北 | 简装,中楼层(共9层)  1999年建塔楼  -,
鹭江富华楼 低楼层两房 环境舒适,单价22223元/平米,100,| 2室1厅 | 45平米 | 南 | 其他,低楼层(共9层)  1997年建塔楼  -,
雅致花园 间隔方正 厅出阳台 近地铁,单价27028元/平米,200,| 2室2厅 | 74平米 | 西北 | 其他,中楼层(共16层)  1998年建塔楼  -,
颐景华苑 东南朝向 大型小区,单价30114元/平米,265,| 2室2厅 | 88平米 | 东南 | 简装,高楼层(共24层)  2002年建塔楼  -,
赤岗路 小三房 低楼层修改房评,单价15823元/平米,125,| 3室1厅 | 79平米 | 南 | 其他,低楼层(共8层)  塔楼  -,
装修漂亮 温馨两房 卧室一线江景,单价40541元/平米,300,| 2室2厅 | 74平米 | 东北 | 简装,中楼层(共33层)  2004年建塔楼  -,
新装修2房1厅 间隔方正 东南采光好,单价26667元/平米,200,| 2室1厅 | 75平米 | 西南 | 精装,中楼层(共19层)  2002年建塔楼  -,
侨诚花园夏晖苑 2室1厅 132万,单价22000元/平米,132,| 2室1厅 | 60平米 | 西北 | 简装,高楼层(共9层)  1998年建塔楼  -,
南北对流 光线一流,单价16227元/平米,86,| 2室1厅 | 53平米 | 南 | 其他,中楼层(共9层)  2000年建塔楼  -,
实用温馨单位 配套完善,单价20345元/平米,118,| 2室1厅 | 58平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
实用三房 业主诚意出售,单价18675元/平米,155,| 3室1厅 | 83平米 | 西北 | 简装,中楼层(共9层)  1998年建塔楼  -,
布局合理。采光以及通风都非常好。旺中带静,单价30000元/平米,381,| 2室1厅 | 127平米 | 东 | 其他,中楼层(共22层)  1999年建塔楼  -,
南华西大厦 电梯三房 东南靓向,单价26214元/平米,270,| 3室2厅 | 103平米 | 东南 | 其他,低楼层(共31层)  塔楼  -,
金碧花园第一金碧 1室0厅 75万,单价26786元/平米,75,| 1室0厅 | 28平米 | 东南 | 精装,高楼层(共32层)  2000年建塔楼  -,
第三金碧 楼王单位 东南单边 新婚首选,单价31411元/平米,245,| 2室2厅 | 78平米 | 东 | 简装,中楼层(共32层)  2000年建塔楼  -,
实用温馨单位 配套完善,单价31869元/平米,290,| 3室2厅 | 91平米 | 东 | 简装,中楼层(共23层)  1998年建塔楼  -,
直望广州塔非常完美,单价21429元/平米,120,| 2室1厅 | 56平米 | 南 | 精装,中楼层(共8层)  1995年建塔楼  -,
新怡苑 电梯三房 交通便利 业主诚信放卖,单价18132元/平米,165,| 3室2厅 | 91平米 | 北 | 其他,中楼层(共12层)  2002年建塔楼  -,
间隔方正 光线足 保养新净,单价20500元/平米,176.3,| 2室2厅 | 86平米 | 东 | 其他,中楼层(共9层)  1997年建塔楼  -,
听涛雅苑小区管理近地铁近珠江业主急售,单价22059元/平米,150,| 2室1厅 | 68平米 | 北 | 简装,高楼层(共9层)  1997年建塔楼  -,
珠江新岸公寓 高层 看小蛮腰 视线超开阔,单价28937元/平米,136,| 1室0厅 | 47平米 | 东 | 其他,高楼层(共32层)  2009年建塔楼  -,
双阳台 采光通风一流 冬暖夏凉,单价37895元/平米,360,| 3室1厅 | 95平米 | 西北 | 简装,高楼层(共33层)  2006年建塔楼  -,
富力千禧花园二期 南向3房2厅,单价38889元/平米,420,| 3室2厅 | 108平米 | 南 | 简装,低楼层(共26层)  2002年建塔楼  -,
佳信花园 格局方正 实用两房 笋盘出售,单价37500元/平米,330,| 2室2厅 | 88平米 | 北 | 简装,中楼层(共30层)  2007年建塔楼  -,
北向三房，高层靓向  安静舒适,单价26817元/平米,310,| 3室2厅 | 115.6平米 | 北 | 其他,高楼层(共18层)  2004年建塔楼  -,
实用温馨单位 配套完善,单价41347元/平米,430,| 3室2厅 | 104平米 | 南 | 其他,中楼层(共32层)  2010年建塔楼  -,
荟贤大厦 3室1厅 310万,单价29524元/平米,310,| 3室1厅 | 105平米 | 南 | 简装,中楼层(共31层)  塔楼  -,
富泽园 实用一房送天台,单价23750元/平米,95,| 1室1厅 | 40平米 | 南 | 其他,高楼层(共9层)  1998年建塔楼  -,
亿海湾 中层四房 三面望江 值得一看,单价34616元/平米,450,| 4室2厅 | 130平米 | 南 | 其他,中楼层(共32层)  2004年建塔楼  -,
金雅苑主卧朝南 厅大房大精装修 安静舒适,单价24286元/平米,238,| 3室2厅 | 98平米 | 北 | 精装,高楼层(共9层)  1998年建塔楼  -,
聚德花园 低楼层 户型方正,单价20598元/平米,138,| 2室1厅 | 67平米 | 东北 | 其他,低楼层(共9层)  1997年建塔楼  -,
侨诚花园 实用两房 装修新净 间隔方正,单价16667元/平米,110,| 2室1厅 | 66平米 | 北 | 简装,中楼层(共9层)  1998年建塔楼  -,
海珠花园 大户型豪宅 四房两厅,单价36250元/平米,580,| 4室2厅 | 160平米 | 东南 | 其他,中楼层(共32层)  2008年建塔楼  -,
宝岗大厦 电梯三房 改善型首选,单价22901元/平米,300,| 3室1厅 | 131平米 | 东 | 其他,高楼层(共31层)  塔楼  -,
金碧花园别墅出售 尊享私人花园,单价50360元/平米,1400,| 5室2厅 | 278平米 | 南 | 精装,低楼层(共1层)  2000年建  -,
大两房 南北对流 自己保养好 证满两年,单价27137元/平米,235,| 2室2厅 | 86.6平米 | 南 | 精装,中楼层(共13层)  2002年建塔楼  -,
信步闲庭 中层3房 交通方便,单价35399元/平米,400,| 3室2厅 | 113平米 | 南 | 其他,低楼层(共18层)  2005年建塔楼  -,
明都华庭 东南向三房 享150方公用平台,单价28800元/平米,288,| 3室2厅 | 100平米 | 东南 | 其他,中楼层(共15层)  1990年建塔楼  -,
怡安花园 实用二房 户型方正实用 全明屋,单价20667元/平米,155,| 2室2厅 | 75平米 | 东 | 其他,高楼层(共9层)  1999年建塔楼  -,
金碧湾 望江景实用两房,单价38125元/平米,305,| 2室1厅 | 80平米 | 西南 | 精装,低楼层(共32层)  2007年建塔楼  -,
马涌直街 性价比高 两房,单价14815元/平米,80,| 3室1厅 | 54平米 | 南 | 其他,高楼层(共9层)  1989年建塔楼  -,
紫金大街 高层带天台花园 带省级江南二小,单价19179元/平米,140,| 2室1厅 | 73平米 | 东南 | 其他,高楼层(共8层)  塔楼  -,
信达阳光 南北对流 江景单位,单价52902元/平米,1550,| 4室2厅 | 293平米 | 南 | 其他,高楼层(共30层)  2009年建塔楼  -,
江南雅居 电梯2房 房大厅大价钱笋,单价22605元/平米,210,| 2室2厅 | 92.9平米 | 北 | 简装,低楼层(共27层)  1995年建塔楼  -,
实用五房 厅大方正 一线江景,单价37615元/平米,820,| 5室2厅 | 218平米 | 东北 | 其他,中楼层(共31层)  2004年建塔楼  -,
第三金碧 实用两房 采光通风好,单价31394元/平米,205,| 2室1厅 | 65.3平米 | 南 | 精装,中楼层(共32层)  2000年建塔楼  -,
可逸家园 精装修 南北对流 环境优美,单价44860元/平米,480,| 3室2厅 | 107平米 | 南 | 其他,高楼层(共29层)  2010年建塔楼  -,
赤岗一街 南向两房 省级学位 中层单位,单价17500元/平米,105,| 2室2厅 | 60平米 | 南 | 简装,中楼层(共9层)  1990年建塔楼  -,
双子星城 南向豪装四房 住家投资诚意放售,单价29221元/平米,225,| 4室2厅 | 77平米 | 南 | 精装,低楼层(共18层)  2005年建塔楼  -,
昌岗中路 低层两房 间隔方正 豪华装修,单价20852元/平米,98,| 2室1厅 | 47平米 | 南 | 简装,中楼层(共4层)  1999年建塔楼  -,
椰诚苑 复式稀有房源 黄金地段生活便利,单价26000元/平米,754,| 4室3厅 | 290平米 | 南 | 其他,高楼层(共18层)  1999年建塔楼  -,
教育学院 住家三房 通风采光好,单价27174元/平米,250,| 3室1厅 | 92平米 | 南 | 其他,高楼层(共6层)  1996年建塔楼  -,
晓燕湾 精致三房 户型方正,单价30061元/平米,300,| 3室2厅 | 99.8平米 | 北 | 简装,中楼层(共12层)  1999年建塔楼  -,
翠城花园 电梯两房 东南靓相,单价32500元/平米,260,| 2室1厅 | 80平米 | 东南 | 简装,低楼层(共32层)  2009年建塔楼  -,
丽景湾 装修新 家电齐全 至尊楼层,单价36957元/平米,340,| 2室2厅 | 92平米 | 西南 | 精装,中楼层(共30层)  2002年建塔楼  -,
桥诚花园 电梯中层 南向温馨三房,单价24041元/平米,238,| 3室2厅 | 99平米 | 西南 | 精装,中楼层(共15层)  1998年建塔楼  -,
鸣翠花园 地铁上盖复式 证过五年,单价18230元/平米,350,| 5室2厅 | 192平米 | 南 | 精装,高楼层(共6层)  2000年建塔楼  -,
珠江帝景克莱公寓 202方5房望花园,单价40000元/平米,808,| 5室2厅 | 202平米 | 西南 | 精装,低楼层(共35层)  2007年建塔楼  -,
江南西路 青凤大街 温馨干净,单价31819元/平米,35,| 1室0厅 | 11平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
聚雅苑 间隔方正 安静舒适,单价34678元/平米,430,| 3室2厅 | 124平米 | 南 | 其他,高楼层(共21层)  2006年建塔楼  -,
穗花新村 实用三房 带省级学位,单价25450元/平米,157,| 3室1厅 | 61.69平米 | 南 | 简装,高楼层(共9层)  1995年建塔楼  -,
黄金地段 地铁沿线 北向望花园,单价29456元/平米,340,| 4室2厅 | 115.43平米 | 北 | 简装,中楼层(共14层)  2000年建塔楼  -,
精致装修 实用二房 珠江医院对面,单价15814元/平米,68,| 2室1厅 | 43平米 | 南 | 简装,中楼层(共8层)  2010年建塔楼  -,
雅郡花园 市中心别墅 独享千亿配套,单价44533元/平米,1238,| 6室2厅 | 278平米 | 南 | 简装,低楼层(共1层)  2003年建  -,
珠江广场四期 东西对流主卧出阳台,单价36364元/平米,460,| 3室2厅 | 126.5平米 | 东 | 其他,中楼层(共31层)  2000年建塔楼  -,
保利红棉花园 装修保养新 大厅出阳台,单价18744元/平米,188,| 3室2厅 | 100.3平米 | 北 | 简装,中楼层(共9层)  1997年建塔楼  -,
工业大道中 真实房源  保养新净 送花园,单价18204元/平米,75,| 1室1厅 | 41.2平米 | 暂无数据 | 其他,低楼层(共8层)  1992年建塔楼  -,
金穗雅园 罕见楼王 东南向单边位,单价29945元/平米,435,| 3室2厅 | 145.27平米 | 南 | 精装,中楼层(共23层)  2006年建塔楼  -,
珠江广场  户型方正  实用三房,单价30286元/平米,318,| 3室2厅 | 105平米 | 东 | 简装,中楼层(共17层)  2000年建塔楼  -,
复式建筑豪华装修 采光通风超一流,单价25141元/平米,538,| 4室2厅 | 214平米 | 西北 | 精装,高楼层(共31层)  1997年建塔楼  -,
第三金碧花园 南向江景三房 免税,单价27778元/平米,350,| 3室2厅 | 126平米 | 南 | 精装,高楼层(共32层)  2000年建塔楼  -,
南洲路 瑞宝花园 温馨二房修改房评,单价18750元/平米,150,| 2室1厅 | 80平米 | 南 | 其他,中楼层(共9层)  1997年建塔楼  -,
鹭苑公寓大院 配套成熟 近地铁 带学位,单价23914元/平米,110,| 1室1厅 | 46平米 | 东 | 精装,高楼层(共9层)  1997年建塔楼  -,
东晓路 雅墩街 实用三房,单价18236元/平米,155,| 3室1厅 | 85平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
精致装修 中层两房 交能便利,单价19025元/平米,78,| 2室1厅 | 41平米 | 西 | 其他,高楼层(共6层)  塔楼  -,
沙地直街新装商铺廉价出售 街边铺位,单价29269元/平米,120,| 1室1厅 | 41平米 | 南 | 其他,低楼层(共8层)  塔楼  -,
泰沙路 电梯南向实用两房 生活便利,单价18422元/平米,140,| 2室1厅 | 76平米 | 南 | 简装,中楼层(共12层)  1990年建塔楼  -,
岭南小区 户型实用 带平台,单价19621元/平米,150,| 3室2厅 | 76.45平米 | 东南 | 其他,低楼层(共7层)  1993年建塔楼  -,
昌岗东马路 配套完善地段 采光通风好,单价20755元/平米,110,| 2室2厅 | 53平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
革新路 广船宿舍 实用两房,单价17167元/平米,103,| 2室1厅 | 60平米 | 东 | 其他,中楼层(共9层)  1985年建塔楼  -,
工业大道北 白天鹅宿舍 电梯洋房,单价19923元/平米,155,| 2室1厅 | 77.8平米 | 西北 | 其他,高楼层(共16层)  塔楼  -,
南洲花苑 恒安楼 证过两年 温馨两房,单价15823元/平米,125,| 2室2厅 | 79平米 | 西南 | 简装,中楼层(共9层)  1993年建塔楼  -,
实用温馨单位 配套完善,单价18000元/平米,81,| 2室1厅 | 45平米 | 南 | 其他,低楼层(共8层)  塔楼  -,
怡雅居 低层2房 家私全齐,单价18495元/平米,86,| 2室1厅 | 46.5平米 | 暂无数据 | 其他,低楼层(共9层)  1998年建塔楼  -,
燕子岗路 楼梯中层 方正两房,单价15577元/平米,81,| 2室1厅 | 52平米 | 暂无数据 | 简装,中楼层(共9层)  塔楼  -,
马涌直街 中层实用两房 间隔方正,单价17308元/平米,90,| 2室1厅 | 52平米 | 东 | 其他,高楼层(共7层)  1989年建塔楼  -,
丽园雅庭 交通方便 大型小区 旺中带静,单价33696元/平米,155,| 1室1厅 | 46平米 | 北 | 简装,低楼层(共17层)  2007年建塔楼  -,
南洲名苑 电梯口物业 大三房 带大平台,单价27885元/平米,290,| 3室2厅 | 104平米 | 南 | 精装,低楼层(共18层)  2006年建塔楼  -,
富基广场 北向实用温馨单位 配套完善,单价31000元/平米,347.2,| 2室2厅 | 112平米 | 北 | 其他,低楼层(共34层)  2005年建塔楼  -,
实用两房 业主诚意出售,单价32877元/平米,240,| 2室1厅 | 73平米 | 北 | 精装,低楼层(共23层)  1999年建塔楼  -,
地铁上盖精致三房 够五唯一 业主急售,单价19703元/平米,180,| 3室2厅 | 91.36平米 | 北 | 简装,高楼层(共8层)  塔楼  -,
逸景翠园 精装3房 装修保养好,单价27185元/平米,280,| 3室2厅 | 103平米 | 北 | 其他,高楼层(共12层)  2002年建塔楼  -,
影城花园，双地铁上盖，精装修,单价23000元/平米,220.8,| 3室2厅 | 96平米 | 北 | 其他,高楼层(共27层)  2003年建塔楼  -,
光大花园 实用两房,单价36217元/平米,268,| 2室1厅 | 74平米 | 北 | 其他,中楼层(共5层)  2006年建塔楼  -,
实用温馨单位 配套完善,单价22973元/平米,85,| 2室1厅 | 37平米 | 西南 | 其他,低楼层(共33层)  2000年建塔楼  -,
珠江新岸公寓 五星酒店管理,单价31112元/平米,140,| 1室0厅 | 45平米 | 北 | 精装,中楼层(共32层)  2009年建塔楼  -,
双子星城 南向两房 南北对流,单价35354元/平米,175,| 2室2厅 | 49.5平米 | 南 | 简装,高楼层(共12层)  2005年建塔楼  -,
泓景花园 南向两房 户型方正,单价40244元/平米,330,| 2室2厅 | 82平米 | 南 | 简装,低楼层(共13层)  2006年建塔楼  -,
新鸿花园 市中心 精装2房 热门学区,单价29000元/平米,145,| 2室1厅 | 50平米 | 北 | 其他,高楼层(共9层)  1997年建塔楼  -,
侨城花园 临近地铁 低层两房带平台,单价20000元/平米,100,| 2室1厅 | 50平米 | 北 | 其他,低楼层(共9层)  1998年建塔楼  -,
聚德花园 温馨两房 保养好,单价13236元/平米,90,| 2室2厅 | 68平米 | 南 | 简装,高楼层(共10层)  1997年建塔楼  -,
鸿荣阁 离地铁站步行只需两分钟 间隔方正,单价24737元/平米,235,| 3室2厅 | 95平米 | 东南 | 精装,低楼层(共9层)  2000年建塔楼  -,
中海名都 装修新净 望江,单价37500元/平米,450,| 3室2厅 | 120平米 | 西北 | 简装,中楼层(共38层)  2002年建塔楼  -,
新怡苑 正规三房 单边位 过五年唯一,单价20880元/平米,190,| 3室2厅 | 91平米 | 东北 | 其他,低楼层(共15层)  2002年建塔楼  -,
紫金大街 低层2房 南北对流 双阳台,单价21918元/平米,160,| 2室2厅 | 73平米 | 南 | 其他,低楼层(共8层)  1994年建塔楼  -,
环境小区 旺中带静 随时睇楼 光线光猛,单价14777元/平米,99,| 2室1厅 | 67平米 | 东北 | 简装,高楼层(共9层)  塔楼  -,
实用小面积两房 南北对流 带平台,单价17022元/平米,80,| 2室2厅 | 47平米 | 南 | 精装,低楼层(共6层)  2000年建塔楼  -,
南贤大街 东南向温馨两房 环境安静,单价19048元/平米,120,| 2室1厅 | 63平米 | 东南 | 其他,低楼层(共8层)  1997年建塔楼  -,
英豪花园地铁上盖户型方正采光一流,单价28445元/平米,128,| 2室1厅 | 45平米 | 北 | 简装,中楼层(共11层)  2005年建塔楼  -,
聚德花园 中层两房,单价22951元/平米,140,| 2室1厅 | 61平米 | 北 | 其他,高楼层(共9层)  1997年建塔楼  -,
中海橡园国际 方正四房 地铁上盖修改房评,单价44521元/平米,650,| 4室2厅 | 146平米 | 西南 | 其他,低楼层(共30层)  2011年建塔楼  -,
