name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
浪琴屿花园，南二外学位，客厅高5.4米，7房5卫4阳台,单价63690元/平米,1800,| 7室2厅 | 282.62平米 | 南 北 | 精装,中楼层(共7层)  2001年建板塔结合  -,
蔚蓝海岸一期，稀缺2居室，南向正对学校操场。,单价95775元/平米,680,| 2室2厅 | 71平米 | 东南 | 精装,中楼层(共18层)  2001年建板塔结合  -,
湾畔花园南向三房景观房满五年税少,单价70000元/平米,693,| 3室2厅 | 99平米 | 南 | 精装,高楼层(共33层)  2003年建塔楼  -,
湾畔花园精装两房，紧邻地铁，景观房，急售,单价68000元/平米,510,| 2室1厅 | 75平米 | 北 | 其他,中楼层(共33层)  2003年建塔楼  -,
中信红树湾3+1 户型方正 楼层适中 安静看园景！,单价101085元/平米,1780,| 3室2厅 | 176.09平米 | 东南 | 其他,中楼层(共31层)  2006年建板楼  -,
南山前海 鼎太风华76.8平两居 满五年 红本在手 双学位,单价73520元/平米,565,| 2室2厅 | 76.85平米 | 东 | 精装,低楼层(共11层)  2002年建板楼  -,
实用3房  满五年唯一  方正南北通装修全送,单价66509元/平米,560,| 3室1厅 | 84.2平米 | 南 | 其他,中楼层(共7层)  1990年建板塔结合  -,
诺德假日花园3房紧邻自贸区带实验双学位,单价83951元/平米,680,| 3室2厅 | 81平米 | 南 | 简装,中楼层(共33层)  2009年建板塔结合  -,
世纪假日广场 地铁口物业 舒适2房  诚心卖,单价61806元/平米,445,| 2室2厅 | 72平米 | 东 | 精装,低楼层(共34层)  2009年建板塔结合  -,
新海大厦 交通便利 满五年 70年产权,单价47620元/平米,600,| 2室1厅 | 126平米 | 东南 | 简装,高楼层(共17层)  板塔结合  -,
椰风海岸 朝南看花园三房 地铁站附近 赠送一个储物间,单价67718元/平米,700,| 3室2厅 | 103.37平米 | 南 | 其他,中楼层(共16层)  2003年建板塔结合  -,
锦隆花园经典三房，学府学位，中间层，通风采光好。,单价63717元/平米,720,| 3室2厅 | 113平米 | 北 | 简装,中楼层(共11层)  1998年建板塔结合  -,
豪华装修，香山里三房，业主自住，诚意出售,单价78432元/平米,1200,| 3室2厅 | 153平米 | 东南 | 精装,中楼层(共33层)  2012年建板塔结合  -,
前海荔庭园2房，满二年唯一红本在手看南山,单价60671元/平米,460,| 2室2厅 | 75.82平米 | 南 | 简装,高楼层(共8层)  1999年建板塔结合  -,
金竹园 大三房 南北通透 红本满五年 带学位,单价52757元/平米,600,| 3室1厅 | 113.73平米 | 南 | 精装,高楼层(共9层)  1995年建塔楼  -,
地铁口物业 好来居中空复式 20多万的豪装 高使用率,单价76191元/平米,320,| 1室1厅 | 42平米 | 北 | 其他,中楼层(共20层)  2005年建塔楼  -,
鼎太风华社区大四房，双实验学位，超高赠送。,单价87235元/平米,820,| 4室2厅 | 94平米 | 西 | 其他,低楼层(共18层)  2004年建板楼  -,
香山里高楼层 东南向 景观无遮挡,单价75883元/平米,1150,| 3室2厅 | 151.55平米 | 南 | 精装,高楼层(共33层)  2010年建板塔结合  -,
国际市长交流中心 地铁口物业，生活非常方便,单价48685元/平米,185,| 1室0厅 | 38平米 | 南 | 其他,高楼层(共25层)  2004年建塔楼  -,
澳城花园一手楼随时看带花园220平赠送85平一本证南北,单价100641元/平米,2043,| 4室2厅 | 203平米 | 南 北 | 毛坯,低楼层(共28层)  2012年建板塔结合  -,
京光海景花园精装大3房 红本在手 南油小学北师大附中,单价47934元/平米,580,| 3室2厅 | 121平米 | 西 | 精装,中楼层(共32层)  1998年建塔楼  -,
繁华地段 地铁口物业 南海大厦精装3房,单价73914元/平米,510,| 3室2厅 | 69平米 | 东南 | 简装,低楼层(共24层)  2006年建塔楼  -,
首地容御大四房，高楼层户型好，视野无遮挡,单价91955元/平米,1600,| 4室2厅 | 174平米 | 南 | 其他,高楼层(共30层)  2011年建板塔结合  -,
锦绣花园是整个华侨城配套设施非常完善的大社区,单价84746元/平米,1500,| 3室2厅 | 177平米 | 东南 | 精装,低楼层(共28层)  2001年建板塔结合  -,
名家经典三房赠送面积大 稀缺户型  精品装修,单价70834元/平米,850,| 3室2厅 | 120平米 | 东南 | 其他,低楼层(共31层)  2005年建板楼  -,
后海公馆 豪装6房满五年 带育才三中四小学位 看房方便,单价115385元/平米,3000,| 6室4厅 | 260平米 | 西南 | 其他,高楼层(共30层)  2007年建板塔结合  -,
半岛城邦花园二期，精装修五房，大阳台，看海景。,单价80972元/平米,2000,| 5室2厅 | 247平米 | 南 | 其他,中楼层(共48层)  2009年建板塔结合  -,
南海玫瑰花园，全南向大四房，赠阁楼，无遮高层全海景,单价100637元/平米,1580,| 4室1厅 | 157平米 | 南 | 毛坯,高楼层(共18层)  2005年建板塔结合  -,
深华园错层精装两房出售 过渡投资都是首选,单价56061元/平米,185,| 2室1厅 | 33平米 | 西南 | 精装,低楼层(共8层)  1994年建板塔结合  -,
深华园2房业主急售，总价低,单价48750元/平米,195,| 2室1厅 | 40平米 | 东 | 其他,高楼层(共8层)  1994年建板塔结合  -,
华侨城波托菲诺天鹅堡楼王单位，业主豪装出售，,单价86397元/平米,2000,| 5室2厅 | 231.49平米 | 南 | 其他,低楼层(共31层)  2002年建板塔结合  -,
纯海岸海景大三房，采光好，视野一级棒。,单价106672元/平米,1300,| 3室2厅 | 121.87平米 | 南 | 精装,低楼层(共31层)  2005年建板楼  -,
招商桃花园 3室2厅 810万,单价81000元/平米,810,| 3室2厅 | 100平米 | 东南 | 其他,高楼层(共18层)  板塔结合  -,
后海理想雅园 大三房精致装修户型方正双学位口碑好。,单价119102元/平米,1060,| 3室2厅 | 89平米 | 南 北 | 精装,高楼层(共31层)  2014年建板塔结合  -,
诺德假日花园，满五年红本在手，带双实验学位。,单价93024元/平米,800,| 3室2厅 | 86平米 | 东南 南 | 其他,低楼层(共30层)  2009年建板塔结合  -,
雅仕荔景苑 1室1厅 248万,单价67028元/平米,248,| 1室1厅 | 37平米 | 西南 | 其他,中楼层(共31层)  2002年建板塔结合  -,
龙瑞佳园 自住精装修 安静舒适 拎包入住,单价56945元/平米,410,| 2室1厅 | 72平米 | 东南 | 精装,低楼层(共27层)  2015年建塔楼  -,
中旅广场高楼层好视野诚心出售看房方便,单价59228元/平米,1380,| 5室3厅 | 233平米 | 北 | 其他,高楼层(共34层)  1997年建板塔结合  -,
南海玫瑰三期 大四房 一线海景房 景观非常好,单价114036元/平米,2600,| 4室2厅 | 228平米 | 南 | 其他,中楼层(共33层)  2006年建塔楼  -,
城市印象2房出售，业主自住，满两年。,单价83974元/平米,470,| 2室2厅 | 55.97平米 | 南 北 | 其他,中楼层(共18层)  2004年建塔楼  -,
湾畔经典三房两卫 视野开阔无遮挡 满五年,单价67962元/平米,700,| 3室2厅 | 103平米 | 东南 | 精装,中楼层(共32层)  2003年建塔楼  -,
南北通透，配套完善！精装一居室,单价45715元/平米,160,| 1室1厅 | 35平米 | 南 | 其他,高楼层(共8层)  1992年建板塔结合  -,
后海瑞华苑南二外学区小两房，诚意在售随时可看！,单价81115元/平米,460,| 2室1厅 | 56.71平米 | 北 | 其他,中楼层(共28层)  2004年建塔楼  -,
官龙名苑、留仙洞地铁口、精装修2房、朝小区安静,单价49391元/平米,405,| 2室2厅 | 82平米 | 东南 | 其他,中楼层(共30层)  2013年建板楼  -,
桃源村一期 南北通透 楼层好 红本无税,单价51892元/平米,384,| 3室2厅 | 74平米 | 南 北 | 其他,低楼层(共8层)  1997年建板楼  -,
友邻公寓 正规一房 正南向 楼层高视野开阔 业主诚售,单价61112元/平米,275,| 1室1厅 | 45平米 | 南 | 精装,高楼层(共30层)  2006年建塔楼  -,
红树西岸 看海景高尔夫景 全新装修 诚心卖,单价118814元/平米,2300,| 3室2厅 | 193.58平米 | 西南 | 其他,低楼层(共31层)  2005年建板楼  -,
鹏都大厦  南向一房可改两房 业主诚心卖,单价53969元/平米,340,| 1室1厅 | 63平米 | 南 | 其他,中楼层(共31层)  1998年建塔楼  -,
鲸山觐海 东南看海景 毛坯户型好 有匙即看,单价89457元/平米,2800,| 4室2厅 | 313平米 | 东南 | 简装,低楼层(共27层)  2014年建板塔结合  -,
科技园南滨福庭院小区  带南山外国语双学位,单价97561元/平米,1200,| 3室2厅 | 123平米 | 东南 | 其他,低楼层(共16层)  2005年建板塔结合  -,
海尚国际 东南向 105平3房 精装修 看房方便,单价51905元/平米,545,| 3室2厅 | 105平米 | 东南 | 精装,中楼层(共31层)  2004年建塔楼  -,
现代城华庭精装三房，西南向，大型商场旁,单价52381元/平米,550,| 3室2厅 | 105平米 | 西南 | 简装,低楼层(共33层)  2004年建板塔结合  -,
世纪广场 商贸地段 业主急售 标准两房,单价49646元/平米,350,| 2室2厅 | 70.5平米 | 东北 | 精装,高楼层(共16层)  1998年建板塔结合  -,
业主自住【纯海岸】产证123平 带南外学位！,单价136586元/平米,1680,| 3室2厅 | 123平米 | 南 | 精装,低楼层(共31层)  2005年建板楼  -,
现代城大两房，户型方正，朝南，光线好,单价53062元/平米,520,| 2室1厅 | 98平米 | 东 | 其他,低楼层(共30层)  2004年建板塔结合  -,
雍景湾 朝东2房 高层 视野好,单价102942元/平米,700,| 2室1厅 | 68平米 | 东 | 精装,中楼层(共31层)  2012年建板塔结合  -,
侨城馨苑少有两房 视野开阔无遮挡 满五年,单价71446元/平米,600,| 2室2厅 | 83.98平米 | 西南 | 精装,中楼层(共31层)  2011年建板塔结合  -,
港湾丽都  复式三层  6房  赠送大花园  游泳池,单价105505元/平米,2300,| 6室2厅 | 218平米 | 南 | 其他,高楼层(共18层)  2003年建板塔结合  -,
半岛城邦二期，海景四房，看房子方便,单价108992元/平米,1600,| 4室2厅 | 146.8平米 | 南 | 其他,低楼层(共25层)  2006年建板塔结合  -,
栖游记复式三房 通透户型 稳定在售,单价65518元/平米,570,| 3室1厅 | 87平米 | 西南 东北 | 精装,低楼层(共33层)  2013年建板塔结合  -,
星海名城五期 实惠小两房居家婚房首选,单价78100元/平米,378,| 2室1厅 | 48.4平米 | 西北 | 其他,低楼层(共32层)  2006年建板塔结合  -,
滨海之窗南向2房，朝小区，安静不吵,单价99777元/平米,850,| 2室2厅 | 85.19平米 | 西南 | 精装,中楼层(共33层)  2004年建板塔结合  -,
前海广场 2+1房 已经满2年,单价74493元/平米,620,| 3室2厅 | 83.23平米 | 西南 | 精装,中楼层(共32层)  2014年建板楼  -,
锦绣花园 满五唯一 东南采光好 装修保养好,单价64103元/平米,750,| 3室2厅 | 117平米 | 南 | 精装,低楼层(共33层)  1996年建板塔结合  -,
首地容御稀缺朝南大四房，观花园 大阳台,单价88968元/平米,1550,| 4室2厅 | 174.22平米 | 南 | 精装,高楼层(共32层)  2011年建板塔结合  -,
时代骄子大厦 新上二房 采光好 业主诚售,单价58462元/平米,380,| 2室1厅 | 65平米 | 东南 | 其他,高楼层(共31层)  2003年建板塔结合  -,
西海明珠花园标准单房，简单装修，红本在手,单价50000元/平米,190,| 0室1厅 | 38平米 | 西北 | 简装,中楼层(共25层)  2004年建塔楼  -,
桃源村稀奇户型。南北通透，学区房。,单价49463元/平米,460,| 3室2厅 | 93平米 | 西北 | 精装,低楼层(共20层)  2000年建塔楼  -,
星海名城 大两房 户型方正 地铁口,单价65865元/平米,575,| 2室2厅 | 87.3平米 | 北 | 简装,中楼层(共32层)  2006年建板塔结合  -,
大新地铁口绿海名都阳光2房高楼层诚卖,单价67643元/平米,485,| 2室2厅 | 71.7平米 | 南 | 精装,高楼层(共18层)  2004年建塔楼  -,
中信红树湾二期高尔夫景客厅带大阳台218㎡,单价114679元/平米,2500,| 5室2厅 | 218平米 | 西南 | 简装,低楼层(共31层)  2006年建板楼  -,
香山里安静4+1房 户型好 采光好,单价72728元/平米,1280,| 4室2厅 | 176平米 | 东南 | 其他,低楼层(共32层)  2010年建板塔结合  -,
滨海之窗5房复式，精装修，视野好观海。,单价172094元/平米,1480,| 5室2厅 | 86平米 | 西南 | 精装,高楼层(共33层)  2004年建板塔结合  -,
翡翠海岸南北通透4房带入户花园 一本证满两年 地铁房,单价118645元/平米,2100,| 4室2厅 | 177平米 | 南 | 毛坯,低楼层(共28层)  2014年建板塔结合  -,
荔香楼稀缺2房急售 法国大师设计,单价71267元/平米,534,| 2室1厅 | 74.93平米 | 东南 | 精装,中楼层(共12层)  1997年建板塔结合  -,
漾日湾畔 精装学位三房 户型方正 客厅出阳台 业主诚售,单价97731元/平米,930,| 3室2厅 | 95.16平米 | 北 | 精装,高楼层(共34层)  2003年建板塔结合  -,
愉康大厦 三房两厅 精装修 随时看房,单价48544元/平米,500,| 3室2厅 | 103平米 | 西北 | 精装,中楼层(共31层)  1997年建板塔结合  -,
兰溪谷国际公寓 满两年 育才一小二中学位房,单价96154元/平米,800,| 2室2厅 | 83.2平米 | 东南 | 其他,中楼层(共31层)  2011年建塔楼  -,
双地铁口居间，临深大，中润大厦精装东北向小2房,单价64286元/平米,360,| 2室1厅 | 56平米 | 东北 | 精装,低楼层(共25层)  2001年建板塔结合  -,
海月花园 西南三房 户型方正 直观小区花育才学位,单价88710元/平米,1100,| 3室2厅 | 124平米 | 西南 | 其他,高楼层(共18层)  2005年建板塔结合  -,
前海商圈，泛海拉菲花园，满五年深圳唯一。,单价127738元/平米,3500,| 6室2厅 | 274平米 | 东南 | 其他,低楼层(共3层)  2009年建板楼  -,
阳光里朝南三房，有阳台，户型方方正正,单价90580元/平米,500,| 3室2厅 | 55.2平米 | 南 西南 | 其他,中楼层(共31层)  2012年建板塔结合  -,
南国丽城三房出售 满五年 红本 中间楼层,单价57437元/平米,660,| 3室2厅 | 114.91平米 | 东南 | 其他,中楼层(共22层)  2003年建板塔结合  -,
友邻公寓，桃园地铁口物业，朝南两房，户型方正,单价60725元/平米,342,| 2室1厅 | 56.32平米 | 南 | 其他,低楼层(共30层)  2006年建塔楼  -,
华侨城安静大三房 东南采光俯瞰高尔夫 带入户花园,单价85186元/平米,1150,| 3室2厅 | 135平米 | 东南 | 毛坯,高楼层(共26层)  2008年建板塔结合  -,
百分百公寓 双地铁物业 正规一居 业主诚售,单价58197元/平米,262,| 1室1厅 | 45.02平米 | 东南 | 其他,中楼层(共25层)  2001年建板塔结合  -,
中信红树湾193复式 满5年 税少,单价107330元/平米,2050,| 4室2厅 | 191平米 | 南 | 简装,低楼层(共32层)  2005年建板楼  -,
红树湾区低密度 汀兰鹭榭花园 159㎡超值4房,单价90830元/平米,1450,| 4室2厅 | 159.64平米 | 南 | 简装,中楼层(共10层)  2005年建板楼  -,
湾畔精装两房 投资自住两相宜,单价66396元/平米,490,| 2室2厅 | 73.8平米 | 东北 | 精装,中楼层(共32层)  2003年建塔楼  -,
美墅蓝山家园 红本在手 西南向看文心公园 通风采光,单价81373元/平米,830,| 3室2厅 | 102平米 | 南 | 其他,低楼层(共22层)  2003年建板塔结合  -,
写字楼 低于市场价 投资回报率高,单价28436元/平米,460,| 4室1厅 | 161.77平米 | 西南 | 其他,低楼层(共28层)  板塔结合  -,
华侨城中旅广场标准3房高层看海景,单价70248元/平米,850,| 3室2厅 | 121平米 | 南 | 精装,高楼层(共34层)  1997年建板塔结合  -,
鼎太风华三期，南北通透霸气三房，有钥匙！,单价86806元/平米,1250,| 3室2厅 | 144平米 | 东南 西南 | 其他,低楼层(共29层)  2008年建塔楼  -,
三湘海尚 高层海景 南北通透 客厅南向出大阳台 红本,单价100000元/平米,1750,| 4室2厅 | 175平米 | 东南 | 毛坯,中楼层(共31层)  2010年建板楼  -,
中信红树湾7栋 整层一户 视野开阔,单价104804元/平米,4800,| 6室4厅 | 458平米 | 南 北 | 精装,中楼层(共32层)  2005年建板楼  -,
星海五期，精致装修，厅出阳台，视野开阔。,单价65061元/平米,540,| 2室2厅 | 83平米 | 西南 | 其他,中楼层(共32层)  2006年建板塔结合  -,
中信红树湾豪华精装大四房 诚心急售 看房方便,单价99432元/平米,1750,| 4室2厅 | 176平米 | 东南 | 精装,低楼层(共31层)  2006年建板楼  -,
城市山林东南朝向三房两卫,单价79343元/平米,845,| 3室2厅 | 106.5平米 | 东南 | 其他,中楼层(共26层)  2009年建板塔结合  -,
桃源村2期，高楼层，南北通，费用低,单价53764元/平米,500,| 3室2厅 | 93平米 | 南 北 | 其他,中楼层(共20层)  2000年建塔楼  -,
阳光里雅居 2室1厅 399万,单价88667元/平米,399,| 2室1厅 | 45平米 | 东 | 其他,高楼层(共31层)  2012年建板塔结合  -,
汀兰鹭榭花园 南北通透 全新600万豪华装修 上下5层,单价219781元/平米,6000,| 6室4厅 | 273平米 | 南 北 | 精装,低楼层(共1层)  2005年建  -,
世纪村东南向205平3+1房推荐,单价73171元/平米,1500,| 3室2厅 | 205平米 | 东南 | 精装,中楼层(共28层)  2004年建塔楼  -,
华侨城 首地容御  精装两房唯一在售看房随时可改三房,单价82023元/平米,730,| 2室2厅 | 89平米 | 北 | 简装,高楼层(共30层)  2011年建板塔结合  -,
百万豪装香山里，满二，免增值税，大四房、安静户型，,单价70176元/平米,1200,| 4室2厅 | 171平米 | 东南 | 精装,低楼层(共32层)  2010年建板塔结合  -,
星海名城二期 南向3房 带独立书房 安静看花园 地铁口,单价67827元/平米,780,| 3室2厅 | 115平米 | 东 | 简装,低楼层(共14层)  2002年建板塔结合  -,
信和自由广场精品一房一厅 不临街 近地铁南油站,单价69048元/平米,290,| 1室1厅 | 42平米 | 东北 | 简装,低楼层(共26层)  2006年建板塔结合  -,
海伴雅居，随时看房，中间楼层，采光充足,单价62904元/平米,390,| 2室1厅 | 62平米 | 南 | 简装,中楼层(共18层)  2002年建板塔结合  -,
南油B区 南北通透 花园中间 待拆迁物业,单价49795元/平米,460,| 2室2厅 | 92.38平米 | 南 | 其他,中楼层(共7层)  板塔结合  -,
招商海月华庭 2房格局 配套完善 满两年,单价44992元/平米,300,| 2室1厅 | 66.68平米 | 东 西 | 简装,低楼层(共24层)  板塔结合  -,
龙都花园安静四房，南北通透产权满5年红本,单价41229元/平米,470,| 4室2厅 | 114平米 | 南 | 精装,低楼层(共7层)  1999年建板楼  -,
蔚蓝海岸二期，楼层好，通透四房，看房方便。,单价89929元/平米,1250,| 4室2厅 | 139平米 | 南 | 其他,低楼层(共29层)  2003年建塔楼  -,
广博星海华庭三房学位房诚意出售,单价70690元/平米,820,| 3室2厅 | 116平米 | 东南 | 精装,低楼层(共17层)  2004年建板塔结合  -,
鲸山觐海 东南向 精装修四房 学位房,单价97298元/平米,1800,| 4室2厅 | 185平米 | 东南 | 简装,低楼层(共28层)  2014年建板塔结合  -,
深航飞行员公寓 学区房 地铁房 居住品质好,单价55753元/平米,630,| 3室2厅 | 113平米 | 西 | 简装,高楼层(共29层)  板塔结合  -,
澳城花园经典三房，高层观景，精装修,单价91585元/平米,925,| 3室1厅 | 101平米 | 东 西 | 其他,中楼层(共22层)  2007年建塔楼  -,
中润百分百 黄金地段 品质小区 精选一房可改二房,单价67442元/平米,290,| 1室1厅 | 43平米 | 南 | 其他,高楼层(共25层)  2001年建板塔结合  -,
后海理想雅园 181平 大五房 毛坯 全海景 业主诚信出售,单价91161元/平米,1650,| 6室2厅 | 181平米 | 东 | 毛坯,高楼层(共32层)  2014年建板塔结合  -,
蔚蓝海岸一期 南北通透 学位且地铁房 黄金楼层,单价91837元/平米,900,| 3室2厅 | 98平米 | 南 北 | 其他,中楼层(共12层)  2001年建板塔结合  -,
德尚世家 高档别墅小区 100万豪装  永无遮挡看大南山,单价101124元/平米,1800,| 3室2厅 | 178平米 | 东南 | 其他,中楼层(共10层)  2012年建板楼  -,
山海翠庐三层顶楼复式业主诚心出售,单价85548元/平米,1700,| 8室4厅 | 198.72平米 | 南 北 | 其他,高楼层(共10层)  2002年建板塔结合  -,
翡翠海岸 楼王位置 一梯一户 南北通透 永久一线海景,单价153509元/平米,3500,| 4室2厅 | 228平米 | 东南 北 | 其他,低楼层(共28层)  2014年建板塔结合  -,
雍景湾小区，朝南两房，精装修。,单价107318元/平米,880,| 2室2厅 | 82平米 | 南 | 精装,高楼层(共30层)  2012年建板塔结合  -,
友邻公寓 东向单房 交通便利 随时可看,单价63334元/平米,190,| 1室0厅 | 30平米 | 北 | 其他,中楼层(共30层)  2006年建塔楼  -,
后海公馆 精装四房 满五年 税费低 业主诚售,单价99231元/平米,1290,| 4室2厅 | 130平米 | 东南 | 其他,中楼层(共30层)  2007年建板塔结合  -,
新一代国际公寓 精装一房 投资居家首选,单价68293元/平米,280,| 1室0厅 | 41平米 | 东 | 其他,低楼层(共31层)  2004年建塔楼  -,
栖游记 3室1厅 650万,单价73864元/平米,650,| 3室1厅 | 88平米 | 南 | 其他,高楼层(共33层)  2013年建板塔结合  -,
悠然天地 采光通风好 学位空置 南北通透 4+1户型,单价94521元/平米,1380,| 4室2厅 | 146平米 | 南 北 | 精装,低楼层(共16层)  2004年建板塔结合  -,
钜建大厦 3室2厅 453万,单价51478元/平米,453,| 3室2厅 | 88平米 | 西南 | 其他,中楼层(共24层)  1994年建塔楼  -,
阳光棕榈园稀缺房，满五唯一，有车位，诚售,单价63657元/平米,850,| 4室2厅 | 133.53平米 | 南 | 其他,低楼层(共11层)  2006年建板塔结合  -,
南海台大厦 地铁口1房1厅 户型方正实用 满五年,单价54839元/平米,255,| 1室1厅 | 46.5平米 | 西 北 南 | 其他,高楼层(共19层)  1999年建塔楼  -,
视野开阔，彩光通风好，大气四房,单价81886元/平米,1400,| 4室2厅 | 170.97平米 | 西南 | 精装,高楼层(共32层)  2010年建板塔结合  -,
阳光带二期 安静四房 赠送入户 卧室出阳台,单价110574元/平米,1600,| 4室2厅 | 144.7平米 | 南 北 | 精装,低楼层(共25层)  2003年建板塔结合  -,
近蛇口沃尔玛  双自贸区  新一代国际公寓,单价61364元/平米,270,| 1室1厅 | 44平米 | 南 | 其他,高楼层(共31层)  2004年建塔楼  -,
京光海景花园 临后海中心区 临蛇口自贸区,单价47200元/平米,595,| 3室2厅 | 126.06平米 | 西南 | 精装,中楼层(共32层)  1998年建塔楼  -,
海韵嘉园正规两房 朝南 采光充足,单价69600元/平米,435,| 2室2厅 | 62.5平米 | 南 | 其他,低楼层(共32层)  2005年建板塔结合  -,
中信红树湾高楼层精装修四房，看高尔夫景,单价114635元/平米,2350,| 4室2厅 | 205平米 | 南 | 精装,高楼层(共32层)  2007年建板楼  -,
世纪村精装四房 朝南户型 看高尔夫景观,单价71956元/平米,1950,| 4室2厅 | 271平米 | 西南 | 其他,中楼层(共29层)  2003年建塔楼  -,
双地铁物业 怡园大厦 双地铁物业 117㎡3房,单价45300元/平米,530,| 3室1厅 | 117平米 | 西北 | 精装,中楼层(共32层)  1998年建板塔结合  -,
桃源村南北通透三居室，户型方正，采光好,单价48388元/平米,450,| 3室2厅 | 93平米 | 北 | 简装,低楼层(共20层)  2000年建塔楼  -,
蔚蓝海岸三期 北师大学位 诚心出售,单价84892元/平米,990,| 3室2厅 | 116.62平米 | 南 | 精装,中楼层(共18层)  2001年建板塔结合  -,
怡园大厦标准三房 朝向好 楼层适中 自住,单价47009元/平米,550,| 7室1厅 | 117平米 | 西北 | 其他,高楼层(共32层)  1998年建板塔结合  -,
深华园小区，户型方正，安静不吵，总价单价低,单价48485元/平米,160,| 1室0厅 | 33平米 | 东南 | 其他,低楼层(共8层)  1994年建板塔结合  -,
友邻公寓 经典小户型 地铁物业 红本不在手 业主诚售,单价65000元/平米,195,| 1室0厅 | 30平米 | 北 | 其他,高楼层(共30层)  2006年建塔楼  -,
官龙名苑、留仙洞地铁口、精装修、正规1房，看山景,单价54238元/平米,320,| 1室2厅 | 59平米 | 西北 | 其他,高楼层(共30层)  2013年建板楼  -,
稀缺房源  户型方正 装修好  南山区 华侨城适合居住,单价89051元/平米,1150,| 3室2厅 | 129.14平米 | 南 | 精装,低楼层(共26层)  2008年建板塔结合  -,
信和自由广场 楼王位置  东南向  客厅带阳台,单价68562元/平米,615,| 3室2厅 | 89.7平米 | 东南 | 简装,低楼层(共29层)  2006年建板塔结合  -,
南海城中心安静看花园、全新装修两房,单价63077元/平米,410,| 2室2厅 | 65平米 | 南 | 其他,中楼层(共9层)  1997年建塔楼  -,
海尚国际小区  南北通透 3居室2卫 户型方正,单价54159元/平米,560,| 3室2厅 | 103.4平米 | 南 | 其他,中楼层(共32层)  2004年建塔楼  -,
桃苑小区临地铁袭繁华,安静不临街，居家首选,单价51000元/平米,153,| 1室0厅 | 30平米 | 南 | 其他,低楼层(共8层)  2003年建板塔结合  -,
兰园小区 1居室 精装户型 满五年。,单价47649元/平米,230,| 1室1厅 | 48.27平米 | 南 | 简装,高楼层(共8层)  1995年建板塔结合  -,
金海岸大厦 精装一房  红本无税 交通便利,单价68757元/平米,250,| 1室1厅 | 36.36平米 | 东 | 简装,中楼层(共30层)  2000年建板塔结合  -,
大南山脚下欧式建筑风格社区四房带车位诚售,单价75796元/平米,1350,| 4室2厅 | 178.11平米 | 南 北 | 其他,中楼层(共4层)  2002年建板塔结合  -,
花园城三期  三房新装修  有钥匙看房,单价70446元/平米,650,| 3室1厅 | 92.27平米 | 西 | 精装,中楼层(共16层)  2005年建板塔结合  -,
好来居经典复式 别墅般享受 业主很诚心卖,单价72369元/平米,275,| 2室1厅 | 38平米 | 西 | 精装,低楼层(共20层)  2005年建塔楼  -,
前海明珠 精装修两房 厅出阳台,单价57564元/平米,465,| 3室1厅 | 80.78平米 | 东南 | 精装,中楼层(共20层)  2002年建板塔结合  -,
滨海之窗小高层136平三房，赠送大，学位可用,单价94183元/平米,1300,| 3室2厅 | 138.03平米 | 东南 西北 | 精装,中楼层(共17层)  2004年建板塔结合  -,
鼎太风华一期，正规两房，业主诚售。,单价78379元/平米,580,| 2室2厅 | 74平米 | 西北 | 其他,中楼层(共11层)  2002年建板塔结合  -,
如意家园 地铁口物业 方正两房 红本在手 配套成熟,单价61712元/平米,450,| 2室2厅 | 72.92平米 | 北 | 其他,低楼层(共18层)  2002年建板塔结合  -,
南油新一代国际公寓精装修南向一居室,单价66667元/平米,280,| 1室1厅 | 42平米 | 南 | 其他,低楼层(共31层)  2004年建塔楼  -,
官龙名苑 大学城片区 精装修2房可改三房 车位充足,单价51220元/平米,420,| 2室2厅 | 82平米 | 南 | 其他,高楼层(共30层)  2013年建板楼  -,
白石洲 侨苑公寓 舒适安静 户型方正 厅出阳台,单价56494元/平米,435,| 2室2厅 | 77平米 | 东北 | 其他,低楼层(共24层)  2003年建塔楼  -,
友邻公寓 近地铁 精装一房 红本在手,单价65424元/平米,200,| 1室0厅 | 30.57平米 | 北 | 其他,高楼层(共30层)  2006年建塔楼  -,
海境界 南北向复式 满2年 地铁口育才学位房,单价101124元/平米,900,| 3室2厅 | 89平米 | 南 北 | 其他,中楼层(共34层)  2012年建板塔结合  -,
港湾丽都 临地铁 标准四房 户型方正 满五年 红本在手,单价65672元/平米,880,| 4室2厅 | 134平米 | 南 | 其他,高楼层(共17层)  2003年建板塔结合  -,
恒立听海楼王户型,单价122642元/平米,1300,| 3室2厅 | 106平米 | 南 北 | 简装,高楼层(共18层)  2005年建板塔结合  -,
南海玫瑰花园南北通透三房送入户花园，看海,单价83619元/平米,1050,| 3室2厅 | 125.57平米 | 南 北 | 精装,中楼层(共15层)  2005年建板塔结合  -,
栖游记 满两年 全南向两居室 拎包入住,单价80822元/平米,590,| 2室2厅 | 73平米 | 西南 | 简装,中楼层(共34层)  2013年建板塔结合  -,
汉京山复式，使用面积高，业主诚心,单价82759元/平米,480,| 2室1厅 | 58平米 | 西南 | 精装,低楼层(共33层)  2010年建板塔结合  -,
来福士对面：现代城华庭朝南大3房 价格便宜,单价48572元/平米,510,| 3室2厅 | 105平米 | 南 | 其他,低楼层(共33层)  2004年建板塔结合  -,
