name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
保利中汇广场 商住楼 近广州火车东站,59平米,7000,保利中汇广场,1室0厅,
翠雅苑 房间隔方正 东南靓向 电梯房,89平米,5000,翠雅苑,2室2厅,
棠德花园 北向两房 未来地铁口物业,57平米,2800,棠德花园H区,2室1厅,
林河东小区 两房一厅 业主急租,80平米,3500,林和东小区,2室2厅,
朱美拉公寓 温馨一房 精致家私 林木小区,64平米,6500,朱美拉公寓,1室1厅,
华师大学宿舍 安静两房 南向 随时看房,63平米,4500,华师大学宿舍北区,2室1厅,
东方之珠花园 稀缺两房出租  户型好,93平米,5000,东方之珠花园,2室2厅,
芳草园 新装两房 家电齐全,93平米,6200,芳草园A区,2室2厅,
天誉花园 实用两房 交通方便,78平米,6000,天誉花园,2室1厅,
五华大厦科韵地铁站 三房两厅  拎包入住,76平米,4200,五华大厦,3室2厅,
临近地铁 电梯两房 家具齐全,85平米,3800,绿佳花园侨光苑,2室1厅,
理想青年荟 家私电器齐 采光通风好精装修,46平米,4199,理想青年荟,1室1厅,
东方都会广场 时尚复式 家私电器齐全,44平米,4199,东方都会广场,1室1厅,
骏景花园骏景花园 北苑实用三房 户型方正,103平米,5500,骏景花园北苑骏翔轩,3室2厅,
华景陶然庭苑 精装修 温馨两房,77平米,4500,华景新城陶然庭园,2室2厅,
龙口花苑 环境舒适 稍改格局 培训格局,85平米,5000,龙口花苑龙盛街,2室1厅,
瑞华大厦 大三房 可租办工,110平米,5500,瑞华大厦,3室2厅,
华景里 全新公寓 复式一房 住家首选修改,47平米,4800,华景新城信华花园,1室1厅,
富力盈盛 商住两用 交通便利 配套成熟,116平米,12000,富力盈盛广场,2室2厅,
安静一房 通风采光好 周边完善,55平米,2900,加拿大花园,1室1厅,
隽园 精装三房 住家首选,78平米,5500,隽园,3室1厅,
海景中心 简装三房 可办公可住家 高楼层,93平米,5200,海景中心,3室1厅,
跑马地花园实用三房 南向户型方正,82平米,4800,跑马地花园,3室2厅,
盈彩美居 精装三房 家私电器齐 拎包入住,106平米,6000,盈彩美居菁晖轩,3室2厅,
芳草园稀缺三期三房出租,117平米,7500,芳草园A区,3室2厅,
金燕小区两房 业主诚心出租,80平米,3000,金燕花园,2室1厅,
天晟明苑 实用四房 可做办公 通风采光好,77平米,3900,天晟明苑,4室2厅,
猎德花园 装修精致 配套齐全 户型方正,75平米,7000,猎德花园5区,3室2厅,
中铁盛德国际 商住两用 一房一厅,85平米,5500,中铁盛德国际,1室1厅,
方正一房 采光一流,40平米,1700,金雅苑公寓金旺阁,1室1厅,
伟诚广场 实用两房 东南靓向 通风采光好,65平米,3600,伟诚广场,2室2厅,
新城海滨花园 地铁上盖 南北向大三房,179平米,13000,新城海滨花园N区,3室2厅,
东晖花园 东南向大三房 拎包入住,138平米,6000,东晖花园旭日居,3室2厅,
金润大厦 小三房 户型方正 电梯楼,68平米,4800,金润大厦,3室2厅,
嘉怡苑 温馨大两房 住家舒服,81平米,4300,嘉怡苑,2室1厅,
实用两房 业主诚意出,78平米,4800,德荣小区天河东路,2室1厅,
伊顿18 豪华装修一房 家电齐全,63平米,5000,天誉华庭,1室1厅,
保利中辰广场 时尚1房 毗邻地铁 配套完,42平米,5000,保利中辰广场,1室1厅,
保利中汇广场 稀有房型 高层 交通方,80平米,9500,保利中汇广场,1室1厅,
翠雅苑 电梯房 4室2厅,171平米,8000,翠雅苑,4室2厅,
力盈力大厦 精致大单间 商住两用公寓,58平米,5000,富力盈力大厦,1室1厅,
黄埔大道西 60方一房一厅,60平米,3500,育蕾小区黄埔大道西,1室1厅,
天成大厦 温馨3房 东南向安静 居家首选,88平米,5000,天成大厦,3室2厅,
六运小区 稀有两房 装修保养好 适合住家,68平米,4200,六运小区六运一街,2室1厅,
体育西横街 漂亮三房,70平米,5000,六运小区体育西横街,3室2厅,
天河北 峻林 精装修 高层电梯 近地铁,75平米,5500,峻林,2室2厅,
珠江太阳城广场 客厅宽敞 格局方正,69平米,6000,珠江太阳城广场裕富,1室1厅,
华景里 全新公寓 复式三房 住家首选修改,86平米,8000,华景新城信华花园,3室2厅,
豪景花园 超大四房 家电全齐 可做淘宝,120平米,7500,豪景花园,4室1厅,
天朗明居 中高楼层 装修保养好 家私电器,64平米,3800,富力天朗明居N区,2室2厅,
天晟明苑 实用四房 可做办公 通风采光好,80平米,3900,天晟明苑,4室2厅,
金穗大厦 好房子 值得出手,107平米,5499,金穗大厦,3室1厅,
丰兴广场 豪华装修 精致四房 南向,137平米,7800,丰兴广场,4室2厅,
星汇国际 高端大气 房间保养好 看房方便,45平米,4200,星汇国际大厦,1室0厅,
信华花园 东南向精装修 精致三房 采光好,108平米,6300,华景新城信华花园,3室2厅,
嘉尚国际公寓 住家装修 保养好,50平米,4500,嘉尚国际公寓,1室1厅,
瑞安创逸 精致一房,65平米,7000,瑞安·创逸,1室1厅,
紫荆小区 精装两房 双阳台,75平米,4500,紫荆小区紫藤阁,2室1厅,
天誉花园办公3房 交通便利 办公住家均宜,166平米,12000,天誉花园,3室2厅,
金润大厦 精装修 家私齐全 业主首次放租,68平米,5500,金润大厦,2室2厅,
保林苑 精装两房 家电齐全 近地铁,87平米,8599,保利中心108公馆,2室1厅,
先烈东路 实用两房 近市场,62平米,3600,先烈东路沙河西街,2室2厅,
龙口东路 单间租房 交通好,35平米,3300,龙口东路,1室0厅,
林和苑 精装修 高层电梯 近地铁,43平米,4300,峻林,1室0厅,
天誉花园 宽敞舒适四房,142平米,9800,天誉花园,4室1厅,
都市兰亭 靓向朝南 正规两房 拎包入住,83平米,5000,都市兰亭花园,2室2厅,
天河北 峻林 高层电梯 新装修保养好,123平米,8500,峻林,3室2厅,
金晖花园 户型方正,68平米,3300,金晖花园,2室1厅,
海怡居 精致两房 安静 采光好,67平米,2400,海怡居,2室1厅,
东逸花园一期 南向3房 首次放租,100平米,4800,新世界东逸花园,3室2厅,
沾益直街 保养比较好 光线足 近地铁,70平米,1700,林和东路沾益直街,2室1厅,
省机械研究所精装大三房 户型方正,91平米,4300,省农机所,3室1厅,
华景里理想地 安静一房一厅,47平米,5000,华景新城信华花园,1室1厅,
隆德大厦 82方2房 笋盘放租华康小学,82平米,7499,隆德大厦,2室1厅,
采光一流 随时入住 精装修 干净整洁,98平米,2800,侨乐新村,3室1厅,
东景花园 三房 户型方正 家电齐全,80平米,4500,东景花园,3室1厅,
豪景花园C栋两房 望花园 高楼层,76平米,4200,豪景花园,2室1厅,
兰亭上东 精装两房 家电齐全 拎包入住,81平米,4300,兰亭上东,2室1厅,
双城国际公寓 双地铁上盖 高层东南向单间,40平米,4200,双城国际公寓,1室0厅,
嘉尚国际公寓 住家装修 保养好,60平米,4000,嘉尚国际公寓,1室1厅,
锦明街 安静中层两居 户型方正 宜居之所,110平米,4000,天明苑,2室2厅,
荟雅苑南向3房 住家装修配套齐,95平米,6500,荟雅苑,3室2厅,
先烈东路四航局大院3房出租,73平米,5000,四航局大院,3室1厅,
邮电宿舍家属楼，中等装修 保养非常好,60平米,3600,邮电宿舍,2室2厅,
建丰大厦 黄金楼层  交通方便,108平米,1600,建丰大厦,4室2厅,
华景里 全新公寓 复式一房 住家首选,47平米,4700,华景新城信华花园,1室1厅,
领峰园 大三房出租 看房方便,124平米,8500,领峰园,3室2厅,
星汇园 实用舒适单位 配套完善,94平米,7500,星汇园A区,2室1厅,
华景里理想地 复式小公寓2房 家电齐全,47平米,5200,华景新城信华花园,2室1厅,
保利心语花园 采光通风 交通便利,73平米,7000,保利心语花园,2室2厅,
保利心语花园  稀缺西南向,76平米,7200,保利心语花园,2室2厅,
保利心语 中高层 精致两房,78平米,7200,保利心语花园,2室1厅,
保利心语花园 温馨舒适 拎包入住,87平米,7300,保利心语花园,2室1厅,
温馨两房，家私家电齐全，拎包入住,72平米,7000,隽峰苑,2室1厅,
领峰 奢华公寓 顶级装修 保养如新,82平米,8500,领峰园,1室1厅,
143号大院二房 黄金地段 交通便利,50平米,2800,集装箱宿舍,2室1厅,
广南公司宿舍 两房一厅 白云山脚下,75平米,3200,广南公司宿舍,2室2厅,
恒安大厦 可租办公 采光通风好 交通方便,96平米,4500,恒安大厦,2室1厅,
富力天朗明居 温馨两房 安静望花园,78平米,4000,富力天朗明居N区,2室2厅,
业主首次放租 吉屋出租 双地铁口 落地窗,198平米,23000,嘉裕君玥公馆,4室2厅,
东方之珠 优雅环境,140平米,8500,东方之珠花园,4室1厅,
棠德花园 黄金楼层 舒适小两房,64平米,2500,棠德花园D区,2室1厅,
广弘天琪 独立大单间 近地铁 舒适居家,43平米,5999,广弘天琪,1室0厅,
华建小区 二房二厅 通风好采光充足,52平米,3000,华建小区,2室1厅,
富力盈丰大厦 2室1厅 12000元,66平米,12000,富力盈丰大厦,2室1厅,
南向温馨大户型  办公,162平米,9000,东璟花园,4室1厅,
装修豪华 宜家豪华家私 南向温馨舒适三房,115平米,11000,保利心语花园,3室2厅,
汇景新城 世家 南北通透 安逸景观楼,223平米,22000,汇景新城世家,4室2厅,
广弘天琪,大三房,享尽天伦之乐,无可比拟,126平米,11000,广弘天琪,3室2厅,
美居花园 临近地铁 交通方便,55平米,2000,美居花园,1室1厅,
天河北苑 一房一厅 家电齐全 急租,25平米,1500,天河北苑A栋鸿运阁,1室1厅,
BRT物业 检察院宿舍 双阳台稀缺三房,107平米,4500,检察院宿舍,3室2厅,
富力院士庭 精致装修 3房 家电齐全,136平米,8000,富力院士庭C4区,3室2厅,
高层观景房 俯瞰天河公园 四房双主套,238平米,25000,汇景新城世家,4室2厅,
隽峰苑 园景两房 简约舒适 拎包入住,72平米,7000,隽峰苑,2室1厅,
天銮 豪华装修 南北对流 一线江景,243平米,35000,天銮,4室2厅,
富力花园 实用两房 采光好 户型方正,60平米,2000,富力花园F栋,2室2厅,
豪华装修 高档公寓,120平米,12500,威立大厦,1室1厅,
华师大学宿舍 三房房出售 朝向好 楼层佳,115平米,7000,华师大学宿舍高教新村,3室2厅,
隽峰苑 精致二居室 精美家私 拎包入住,62平米,7000,隽峰苑,2室1厅,
瑞安创逸 办公装修 高端楼盘 近地铁,49平米,5300,瑞安·创逸,1室1厅,
粤海丽江花园 坐拥一线珠江公园景观,229平米,18000,粤海丽江花园,4室2厅,
保利心语南向二房,72平米,7000,保利心语花园,2室2厅,
汇峰国际公寓 高端大气 你值得拥有,115平米,10000,汇峰,3室2厅,
临江花园 珠江边上 标准单间,20平米,1500,临江花园,1室0厅,
珠江新城 隽峰苑 南向 方正实用,95平米,6500,隽峰苑,3室1厅,
华苑大厦 精装三房 前后安静望花园,109平米,6000,华苑大厦,3室2厅,
侨怡苑 温馨安静2房 精装修 配套齐全,75平米,4500,侨怡苑,2室1厅,
观山苑 精致户型 电梯房,90平米,5800,观山苑,3室1厅,
名雅苑 实用三房 精装修 交通方便,125平米,6500,名雅苑雅兴阁,3室2厅,
嘉裕君玥公馆 四房两厅 豪华装修,143平米,16000,嘉裕君玥公馆,4室2厅,
东南高屋靓向 豪华三房 带省一级学位房,128平米,14000,广弘天琪,3室2厅,
星辰大厦 商住两用 双地铁上盖 看房方便,175平米,14000,星辰财富港,3室2厅,
中海花城湾 南向大三房 地铁上盖,150平米,15000,中海花城湾,3室2厅,
龙怡苑 正规一房一厅 随时看房 家电齐全,45平米,2200,龙怡苑,1室1厅,
中怡城市花园2房，采光好 家电齐全修改房,70平米,7000,中怡城市花园,2室1厅,
广弘天琪 舒适四居室 家电齐全墙面大理石,172平米,15000,广弘天琪,4室2厅,
中海花城湾 精致3房 精美家私 拎包入住,130平米,12000,中海花城湾,3室2厅,
财富世纪广场 全新一房一厅,98平米,8000,财富世纪广场,2室2厅,
嘉怡苑 温馨三房 家私家电齐全住家舒服,80平米,4500,嘉怡苑,2室2厅,
朱美拉 南向实用三房 温馨舒适 拎包即住,178平米,15000,朱美拉公寓,3室2厅,
旭景家园 三房两厅 装修保养不错 采光好,79平米,4000,旭景家园D区,3室2厅,
广氮新村 精装一房 拎包入住,36平米,1600,广氮新村,1室1厅,
星汇园 实用大两房 小区花园 配套齐全,94平米,7500,星汇园A区,2室1厅,
中怡城市花园 时尚装修 家私家电齐全,128平米,10000,中怡城市花园,3室2厅,
嘉怡苑 温馨2房 家私家电齐全住家舒服,81平米,4500,嘉怡苑,2室2厅,
春江花园 BRT 旁 家私电齐 随时看房,65平米,3500,春江花园,2室2厅,
天河北 穗园小区 大三房 住家装修,100平米,4500,穗园小区,3室2厅,
中山大道西 精装两房两厅,71平米,4300,邮电宿舍,2室2厅,
侨林苑 稀缺单位 地铁上盖,63平米,5800,侨林苑三期,2室1厅,
龙苑大厦 住家3房 家私家电齐全 拎包入,73平米,4500,龙苑大厦,3室1厅,
叠翠台 大三房靓房 望天河公园全景,98平米,4999,叠翠台,3室2厅,
协和新世界 东南向两房 家电齐全,84平米,6500,协和新世界,2室2厅,
尚东美御 高档小区 临近地铁交通便利,332平米,36533,尚东美御,4室2厅,
昌乐园 户型方正 交通便利,50平米,2500,昌乐园,2室1厅,
天誉花园二期 实用2房,75平米,5200,天誉花园,2室1厅,
盈彩美居三期 户型方正 楼龄新,107平米,4300,盈彩美居御彩轩,3室2厅,
豪景花园 一房一厅 交通便利,38平米,2800,豪景花园,1室1厅,
瑞安创逸 豪华装修 超大单间 高管挚爱,45平米,4600,瑞安·创逸,1室1厅,
盈嘉花园 舒适房间 视野明亮 拎包入住,107平米,7300,盈嘉花园,3室1厅,
星汇园 花园小区 南向三房,119平米,9000,星汇园B区,3室2厅,
新庆花园 干净三房,90平米,5500,新庆花园,2室2厅,
劳动局宿舍 温馨两方 正南靓向,75平米,3700,劳动局宿舍,2室1厅,
骏景花园 南向3房 望花园,129平米,5500,骏景花园南苑骏明轩,4室2厅,
加拿大花园 精品两房 高层视野开阔,53平米,3700,加拿大花园,1室2厅,
领峰园 高端小区 南向一房 雅致新净,83平米,8800,领峰园,1室1厅,
鸿翔大厦 精装修 白领首选 拎包入住,41平米,3800,鸿翔大厦,1室1厅,
边检大院家私电器全齐 实用三房 整租,97平米,5800,边检大院,3室2厅,
富力天朗明居精装2房 家电齐全 拎包入住,78平米,4200,富力天朗明居N区,2室2厅,
昌乐园 楼梯两房 交通方便 治安好,76平米,3200,昌乐园,2室1厅,
珠江新城 朱美拉公寓 豪华1房1厅,65平米,6800,朱美拉公寓,1室1厅,
天河北路 华天国际广场,119平米,6300,华天国际广场,3室2厅,
天河南 丰兴广场 出租一单间 合租房,16平米,2300,丰兴广场,1室0厅,
太阳广场 阳光阁 交通便利 购物方便,113平米,5000,太阳广场,3室2厅,
棠德花园 两方出租 看房方便,65平米,1800,棠德花园A区,2室1厅,
光机电，便宜两房,55平米,3500,光机电研究所,2室1厅,
芳满庭园 精装三房 保养很好 家私齐全,97平米,5300,华景新城芳满庭园,3室2厅,
昌乐园 楼梯三房 交通便利,76平米,3800,昌乐园,3室1厅,
盈彩美居 小三房 家私齐全 随时拎包,88平米,4200,盈彩美居菁玥轩,3室2厅,
装修好 家具齐全 两室一厅,66平米,3400,智景花园,2室1厅,
嘉怡苑电梯三房，部分家电，适合住家,114平米,6000,嘉怡苑,3室1厅,
先烈东横路40号大院 超大四房改三房,102平米,4600,物资局大院,3室2厅,
骏景花园 南向安静三房,94平米,5300,骏景花园南苑骏扬轩,3室2厅,
潭村地铁口 马赛国际公寓 新装修两房,76平米,4700,马赛国际公寓,2室2厅,
珠江都荟 超好保养 住家舒服 南向,89平米,9000,珠江都荟华庭,2室2厅,
甲子花园 地铁上盖 环境超好 重新装修,80平米,5800,甲子花园,2室1厅,
珠光新城国际中心 地铁潭村上盖 家私齐全,50平米,8000,珠光新城国际中心,1室1厅,
南向两房 住家装修,76平米,6000,协和新世界,2室2厅,
时尚明苑 实用两房 交通方便,65平米,3800,时尚明苑,2室1厅,
育蕾小区 临界地铺 环境优雅,55平米,5500,育蕾小区育蕾二街,1室1厅,
豪景花园 实用一房一厅,48平米,3500,豪景花园,1室0厅,
天河北 瑞华大厦 地铁上盖,120平米,5000,瑞华大厦,3室2厅,
银汇华庭 近地铁 家私电齐全,75平米,5500,银汇华庭银汇大厦,2室2厅,
新大厦豪华住家 家电齐全 拎包即住,168平米,13000,新大厦国际公寓,3室2厅,
金达苑 超大7房 适合办公 十分实用,128平米,4000,金达苑,2室1厅,
尚东君御 高层豪装三房家电齐全 全新未住,97平米,18000,尚东君御雅苑,3室2厅,
棠德花园 3房1厅 业主精装修,93平米,4100,棠德花园C区,3室2厅,
耀星华庭，两房一厅,65平米,5500,耀星华庭,2室1厅,
华景五期 安静电梯二室 家私齐全,76平米,4200,华景新城怡华台,2室1厅,
嘉逸花园 2室1厅 2300元,69平米,2300,嘉逸花园,2室1厅,
骏景花园 精品四房 保养好 拎包入住,154平米,6800,骏景花园南苑骏腾轩,4室2厅,
理想青年荟 家私家电齐全 装修保养好,45平米,4300,理想青年荟,1室1厅,
天誉花园 实用小三房 交通方便修改房评,89平米,5800,天誉花园,3室2厅,
五羊宿舍 实用两房 地铁上盖 临近天河公,55平米,3199,五羊宿舍,2室1厅,
瑞安创逸 办公装修 高端楼盘 近地铁,97平米,10000,瑞安·创逸,2室1厅,
理想青年荟  家私家电齐全  装修保养好,46平米,4900,理想青年荟,1室2厅,
珠光新城国际高层两房 商住两用,73平米,11000,珠光新城国际中心,2室2厅,
沁馥佳苑 花园小区 安静舒适,42平米,3500,华景新城沁馥佳苑,1室1厅,
西北向 高层望江 装修保养好,49平米,4000,美林海岸花园临江湾,1室1厅,
骏景花园 精品三房,141平米,6000,骏景花园南苑骏弘轩,3室2厅,
陶然庭苑 南向四房 安静舒适 户型方正,146平米,7800,华景新城陶然庭园,4室2厅,
中怡城市花园大3房,101平米,9000,中怡城市花园,3室2厅,
天河北路 华天国际广场 地铁之上,116平米,6000,华天国际广场,3室2厅,
汇峰国际公寓 地铁上盖 白领首选,42平米,5300,汇峰,1室0厅,
翠拥华庭 精装一房 双地铁口物业,46平米,3400,翠拥华庭锋尚,1室1厅,
棠德花园 两房一厅 家电齐全 拎包入住修,65平米,2600,棠德花园E区,2室1厅,
尚东美御 双阳台 南北对流 四房两厅,180平米,10000,尚东美御,4室2厅,
四航局沙河商业中心地带,40平米,2300,四航局大院,2室1厅,
富力天朗名居 精装俩房 采光好 诚心出租,70平米,4000,富力天朗明居S区,2室1厅,
瑞心苑两房，家私家电齐。,78平米,4500,瑞心苑,2室2厅,
天河新作 实用三房 保养装修好 交通方便,125平米,13000,天河新作,3室2厅,
朱美拉 紧邻酒吧街 住家舒适,152平米,16000,朱美拉公寓,3室2厅,
员村四横路二号大院 小三房 交通便利,35平米,2200,员村四横路2号大院,2室1厅,
广厦居 精装三房 家电齐全,88平米,4000,广厦居,3室2厅,
侨怡苑 电梯两房 交通便利 出行好,74平米,4500,侨怡苑,2室2厅,
望江高层西南向 无遮挡无敌景观 有钥匙,88平米,8500,珠江都荟华庭,2室1厅,
天隆花苑 实用三房 电梯楼 看房方便,103平米,5000,天隆花苑,3室2厅,
海外宿舍 精装三房 家私家电齐 拎包入住,103平米,4299,海外宿舍,3室2厅,
丽晶华庭 复式四房 高层采光好 视野好,230平米,12000,丽晶华庭,4室2厅,
祥龙花园 交通便利 采光好 复式,360平米,28000,祥龙花园,5室1厅,
商住两用公寓 交通方便看房随时约价格优惠,51平米,4500,富力盈丰大厦,1室0厅,
华天国际 近地铁 全新两房 家具齐全,80平米,5000,华天国际广场,2室1厅,
领峰园 2室2厅 16000元,120平米,16000,领峰园,2室2厅,
省机械研究所精装大两房 户型方正,20平米,1500,省机械研究所,2室2厅,
雅怡阁温馨舒适两房 户型方正 拎包入住,65平米,2900,雅怡阁,2室1厅,
骏景花园南苑骏霖轩 4室2厅 7200元,130平米,7200,骏景花园南苑骏霖轩,4室2厅,
东方都会广场 时尚复式,39平米,3500,东方都会广场,1室1厅,
成龙花园 精装三房 地铁上盖 交通便利地,100平米,3500,成龙花园成龙街,3室2厅,
六运小区 天河南一路 精装修保养好,75平米,8500,六运小区天河南一路,2室1厅,
11号大院 两房一厅 安静小区 交通便利,65平米,3100,员村二横路11号大院,2室1厅,
星汇园 2房2厅 急租,120平米,8000,星汇园A区,2室2厅,
旭景家园 首次出租 家私齐全 交通方便,88平米,4000,旭景家园C区,3室0厅,
广梅汕宿舍三房出租,110平米,5500,广梅汕宿舍,3室2厅,
中海花城湾 全新三房南向 近地铁,98平米,9999,中海花城湾,3室2厅,
财富世纪广场 豪装2房一厅 诚心放租,98平米,12000,财富世纪广场,2室1厅,
荟雅苑 双地铁 三房 安静舒适,94平米,6000,荟雅苑,3室1厅,
海景大厦 简单装修 保养好 性价比高,50平米,3500,海景大厦,1室1厅,
华江花园 电梯3房 自住办公皆可,129平米,4800,华江花园,3室2厅,
东璟花园 精致三房 黄金地段 交通便利,96平米,6000,东璟花园,3室2厅,
侨林苑 实用两房一厅 精装保养好家电齐全,63平米,5500,侨林苑三期,2室1厅,
华景新城 信华花园 花园景观 豪华大三房,91平米,5500,华景新城信华花园,3室2厅,
侨林苑 超笋单间 保养好 家电齐全,34平米,3500,侨林苑二期,1室1厅,
华景里 南北向 3居室 随时入住,103平米,5800,华景新城信华花园,3室2厅,
金坤花园 南向一房 精致装修 家私齐全,67平米,3500,金坤花园金坤街,1室1厅,
荟雅苑南向3房 住家装修配套齐,95平米,5500,荟雅苑,3室1厅,
保林苑 舒适简洁的三房一厅 高楼层采光好,100平米,8500,保利中心108公馆,3室1厅,
德荣小区 天河北 两房装修好 住家首选,84平米,5000,德荣小区,2室1厅,
黄金地理位置电梯三房,60平米,3800,宇立轩,2室1厅,
南天广场 吉屋出租 户型方正,75平米,4500,南天广场,2室2厅,
华景里 豪华三房 安静舒适 装修保养好,103平米,6500,华景新城信华花园,3室2厅,
瑞华大厦 两房一厅 近地铁,62平米,4000,瑞华大厦,2室1厅,
东逸花园 精装时尚两房 地铁上盖,80平米,5000,新世界东逸花园,2室2厅,
誉城苑 完美1室1厅 东向 邻近地铁,48平米,3300,誉城苑,1室1厅,
温馨居家  电梯两房  小区管理,85平米,3000,伍仙花园B区,2室2厅,
朱美拉公寓 豪华装修 地铁上盖 家电全齐,54平米,6200,朱美拉公寓,1室1厅,
云宁居 格局方正 简装修 采光好,70平米,2800,云宁居,2室1厅,
翠屏岭东 南向带家电 拎包入住 入户花园,78平米,4300,翠屏领东天河,3室1厅,
侨林苑 精装一房 小区花园 双地铁,37平米,3500,侨林苑二期,1室1厅,
皓瀚华轩 双地铁上盖 办公家具全部转卖,123平米,11000,皓瀚华轩,3室2厅,
领峰园 豪华装修 可办公单位 带办公工具,139平米,12000,领峰园,3室2厅,
金碧华府送空中花园大露台南北对流拎包入住,146平米,15000,金碧华府D区,3室2厅,
芳草园 东南向三房 家私齐全 精装修,98平米,8000,芳草园B区,3室2厅,
天荣小区 地铁上盖 小区环境好,103平米,7000,天荣小区,3室2厅,
隆基怡苑 家私电器齐全 大四房,105平米,4800,隆基怡苑彩霞阁,4室2厅,
户型实用两房 小区安静,58平米,4300,都市兰亭花园,2室1厅,
铂林国际 舒适大气 浪漫复式 拧包即住,38平米,4900,铂林国际公寓,1室1厅,
银汇华庭 近地铁 家私电齐全,73平米,5200,银汇华庭银汇大厦,2室1厅,
天力居 两房 靠近东圃地铁中心,80平米,3200,天力居,2室2厅,
龙怡苑 精装温馨一房 家私齐全,40平米,2100,龙怡苑,1室1厅,
祥龙花园，实用两房,98平米,5199,祥龙花园,2室1厅,
东方都会广场 复式单位 时尚装修,34平米,3200,东方都会广场,1室1厅,
仙湖名苑 公园小区房,271平米,16000,仙湖名苑,6室2厅,
保利香槟 2房东南向豪华装修 急租,88平米,7500,保利香槟花园康东(2栋),2室2厅,
天河山庄标准三房 楼层好 总价平,84平米,3300,天河山庄富华街,3室1厅,
历德雅舍 东南向大户型 适合住家修改房评,253平米,16000,历德雅舍,5室2厅,
中海观园国际 高层全景珠江公园 视野开阔,193平米,20000,中海观园国际南塔,3室2厅,
领峰 风情典雅 拎包入住,42平米,6000,领峰园,1室0厅,
星汇云锦 豪华三房 家私家电齐全,241平米,22000,星汇云锦,3室2厅,
东成花苑 4房 楼层低 采光好,165平米,4500,泰然楼,5室2厅,
协和新世界 朝南靓向 户型方正 稀缺房源,140平米,11000,协和新世界,4室2厅,
尚东美御 东向安静 家私电器齐全,140平米,9500,尚东美御,3室2厅,
华景新城逸雅居 3室2厅 8500元,189平米,8500,华景新城逸雅居,3室2厅,
嘉裕君玥公馆 豪华装修 保养很好,133平米,15000,嘉裕君玥公馆,3室2厅,
保利中达广场 商住两用复式楼 可注册,64平米,13000,保利中达,3室1厅,
欧式风格 保养好 温馨舒适,141平米,15000,珠江太阳城广场裕景,4室2厅,
华景六期 安静三房 装修保养好,95平米,4700,华景新城逸雅居,3室2厅,
天润大厦 单身公寓房 地铁精装修,25平米,1300,天润大厦,1室0厅,
珠江新城地铁口上小区 经典复式单位,58平米,7500,方圆月岛,1室0厅,
峻林苑 双地铁上盖 拎包即住,75平米,5500,峻林,2室2厅,
馨怡花苑 住家三房 舒适通透 家电齐全,128平米,4200,馨怡花苑,3室2厅,
恒康阁 交通方便 温馨三房 方正实用,116平米,6500,恒康阁,3室2厅,
凯旋新世界 广粤尊府正望花园高层吉屋,195平米,26000,凯旋新世界广粤尊府,3室2厅,
保利心语 大两房 高层 安静 保养好,76平米,6800,保利心语花园,2室2厅,
保利心语实用两房整洁干净拎包入住,80平米,7000,保利心语花园,2室1厅,
中海璟晖华庭 精装两房 近地铁 拎包入住,86平米,8000,中海璟晖华庭,2室1厅,
华景新城 陶然庭园 精装修温馨舒适两房,78平米,4600,华景新城陶然庭园,2室2厅,
天河新作 保养装修好 交通方便,129平米,13000,天河新作,3室2厅,
盈彩美居 温馨三房 家电齐全,98平米,4500,盈彩美居碧彩轩,3室2厅,
富力天河华庭4房,183平米,17000,富力天河华庭,4室2厅,
丽晶华庭 精致一房一厅 保养好,36平米,3499,丽晶华庭,1室1厅,
龙怡苑 温馨一房、舒适宽敞 居家首选,28平米,1700,龙怡苑,1室0厅,
稀缺户型 抢手热租 西向景观好,52平米,6800,尚东君御雅苑,1室1厅,
华师高教新村 安静望校园两房,80平米,5000,华师大学宿舍高教新村,2室2厅,
紧靠广州东站 保利中汇,90平米,7000,保利中汇广场,1室1厅,
恒康阁单间笋租 林和西东站间 交通方便,14平米,1600,恒康阁,1室0厅,
六运小区 带花园小区 安静,68平米,12500,六运小区六运五街,6室3厅,
教师新村 家私电齐 楼梯中层 通风采光好,75平米,3300,教师新村,3室2厅,
龙怡苑 正规一房 随时看房 家电齐全,30平米,1300,龙怡苑,1室0厅,
华建小区 小区安静 三房,100平米,5500,华建小区,4室2厅,
珠江新城 猎德路 中海璟晖华庭 温馨三房,116平米,11000,中海璟晖华庭,3室2厅,
嘉裕君玥公馆豪装三房租 家私齐全,128平米,12000,嘉裕君玥公馆,3室2厅,
中兴二期 优质两房 办公住家,89平米,5500,中兴花园二期,2室1厅,
华景新城 邮电科研所 全新装修两房,72平米,4500,邮电科研所宿舍,2室1厅,
誉峰园 珠江新城豪宅典范 高层望珠江公园,250平米,30000,誉峰,4室2厅,
历德雅舍 精装修 家电齐全 温馨三房,143平米,6200,历德雅舍,3室2厅,
金田花苑 豪装四房 装修保养好 采光佳,140平米,9000,金田花苑,3室2厅,
博雅首府 豪华四房出租,380平米,55000,博雅首府,4室2厅,
新大厦国际公寓 高品质生活的保障修改房评,168平米,15000,新大厦国际公寓,3室2厅,
翠湖山庄 东向望花园 小三房 家私家电齐,85平米,4300,翠湖山庄,3室2厅,
鸿翔大厦 一房一厅 可拎包入住,42平米,3599,鸿翔大厦,1室0厅,
