name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
德坭新街 舒适两房 拎包入住,57平米,2300,东风西路德坭新街,2室1厅,
白云路 小区管理 交通便利 临近地铁,105平米,5500,白云路筑溪西街,3室1厅,
淘金大厦 两房一厅 家电齐全,61平米,4000,淘金大厦,2室1厅,
富力东山新天地 近珠江新城 新房出租,81平米,6000,富力东山新天地,3室2厅,
海中宝大厦 电梯三房 厅大房大 视野开豁,123平米,6000,海中宝大厦,3室2厅,
中山一 铁路宿舍大院 电梯房出租,110平米,8000,铁路宿舍大院,4室2厅,
富力新天地 全新精装修楼盘 生活便利,118平米,10999,富力东山新天地,4室2厅,
梅东路小区 环境舒适 配套齐全 间隔方正,144平米,6000,梅东路,7室0厅,
海珠北路 全屋有窗 光猛一房 有阳台,35平米,1800,海珠北路,1室1厅,
实用温馨单位 配套完善,40平米,2500,小北路小石街,1室1厅,
仓边路 长胜里 实用四房 看房方便,130平米,4500,仓边路,4室2厅,
富力东山新天地 近珠江新城 新房出租,53平米,4700,富力东山新天地,2室1厅,
实用温馨单位 配套完善,102平米,7800,天伦花园,3室2厅,
环市中路 两房一厅,70平米,3200,环市中路,2室1厅,
家电齐全 标准四房 地铁上盖,122平米,9500,富力东堤湾,4室2厅,
百好居 电梯三房 住家装修 家私家电齐,93平米,6200,百好居,3室1厅,
粤虹大厦 中层电梯 家电齐全,95平米,5000,粤虹大厦,2室2厅,
家电齐全 地铁上盖 标准四1房,142平米,6800,华友大厦,4室2厅,
先烈南路 卫生厅大院 大院管理,72平米,5000,广州卫生厅大院,3室2厅,
鸿福居安静两房 封闭绿化小区,78平米,3800,鸿福居,2室2厅,
富力东山新天地 新房出租 装修保养好,80平米,5300,富力东山新天地,2室1厅,
海印苑 安静小区 豪华装修 大阳台花园,140平米,10000,海印苑永胜东街,3室2厅,
金东环大厦 精装三房 地铁上盖,113平米,8500,金东环大厦,3室1厅,
东湖豪苑 鸿湖楼 稀缺房源,105平米,8000,东湖豪苑,3室2厅,
五羊商住中心 3室2厅 6500元,130平米,6500,五羊商住中心,3室2厅,
小北大石街 高层三房 采光通风一流,110平米,3800,小北路大石街,3室2厅,
执信南路 6室3厅 30000元,138平米,30000,执信南路,6室3厅,
淘金华庭 2室1厅 4500元,60平米,4500,淘金华庭,2室1厅,
南油大厦 舒适单间 地铁上盖,45平米,3200,南油大厦,1室0厅,
水均岗 标准两房,65平米,3200,东风东路水均岗,2室1厅,
保利中环公寓 商住两用 豪华装修 可办公,50平米,5500,保利中环广场,1室1厅,
小北御景 4室2厅 20000元,156平米,20000,小北御景,4室2厅,
华侨新村 两房一厅 新装修,30平米,3000,华侨新村和平路,2室0厅,
东湖御苑 全新装修 家电齐全 方便看房,125平米,7000,东湖御苑,3室2厅,
华乐路 精致两房 方正实用,65平米,3300,珠实大院,2室1厅,
青龙里 底层一房一厅 家电齐全 装修新净,30平米,3000,东川路青龙里,1室1厅,
地质大院 温馨舒适安静舒适 正对花园,80平米,4300,地质大院17栋,2室1厅,
好世界公寓 酒店式的服务 住家的舒适,36平米,3500,好世界公寓,1室0厅,
置地大厦 电梯三房 房出阳台 家电齐全,113平米,5500,置地大厦,3室1厅,
金地大厦 三房两厅,110平米,4500,金地大厦,3室2厅,
富力新天地 全新装修楼盘 生活.交通便利,67平米,4500,富力东山新天地,2室1厅,
福恩里 新装修 实用三房 拎包即可住,76平米,3800,仓边路,3室1厅,
富力东山新天地 新房出租,36平米,3500,富力东山新天地,1室1厅,
金悦东山国际公馆 一房一厅 家私家电齐全,51平米,3500,金悦东山国际公馆,1室1厅,
临近地铁公交，配套齐全,55平米,4000,农林下路,2室1厅,
水均大街 实用一房一厅,38平米,2500,东风东路水均大街,1室1厅,
东风东路 东风广场 标准两房,70平米,5000,东风广场,2室1厅,
冠城大厦 高层电梯 一房一厅 业主急租,43平米,2600,冠城大厦,1室1厅,
嘉城国际公寓  住家装修 双阳台设计,129平米,8000,嘉诚国际公寓,3室1厅,
嘉诚国际公寓 家私家电齐全 住家装修,52平米,3600,嘉诚国际公寓,1室0厅,
富力东山新天地 单间,32平米,3600,富力东山新天地,1室0厅,
富力东山新天地 刚收楼 全新小区楼盘,78平米,6100,富力东山新天地,2室1厅,
房建大厦 实用两房 家电齐全 临近西门口,76平米,3800,房建大厦,2室1厅,
保利中环 新净两房 全新家私,95平米,8500,保利中环广场,2室1厅,
东风东路水均岗 1室1厅 4800元,47平米,4800,东风东路水均岗,1室1厅,
德政中路 低层一房,11平米,1300,韫祥楼,1室0厅,
共和苑 近地铁口 交通出行方便,30平米,2000,共和苑共和五巷,1室1厅,
富力新天地 全新装修楼盘 生活便利,62平米,5500,富力东山新天地,2室1厅,
金东环大厦 精装三房 地铁上盖,114平米,8800,金东环大厦,3室2厅,
竹丝岗三马路2厅5房新装修出租,180平米,15000,竹丝岗三马路,5室2厅,
寺贝新街 精致两房 南北靓向 家电齐全,70平米,3900,达道路寺贝新街,2室1厅,
淘金路  两房一厅   家私家电齐全,64平米,3000,淘金路,2室1厅,
实用温馨2房 全新装修 地铁沿线,49平米,5499,富力东山新天地,2室1厅,
桂花岗南区 温馨两房 采光通透,50平米,1900,广州大学宿舍南区,2室1厅,
共和苑 近地铁口 交通出行方便,30平米,2000,共和苑共和五巷,1室1厅,
富力东山新天地 全新装修收楼物业首次放租,49平米,4500,富力东山新天地,2室2厅,
地铁上盖 全新一手 标准两房,53平米,4000,富力东山新天地,2室1厅,
实用一房一厅 家私电器全齐 随时入住,42平米,3500,东方广场,1室1厅,
御东和御 双地铁上盖 安静舒适,103平米,9000,御东和府,3室1厅,
高档小区富力东堤湾 铁一小学位,85平米,6000,富力东堤湾,2室1厅,
黄华路 电梯楼 四房两厅 交通便利,145平米,9000,国投宿舍,4室2厅,
交通便利，户型方正，采光好，通风好,60平米,4500,富力东山新天地,2室2厅,
实用温馨单位 配套完善,58平米,5500,锦绣联合商务大厦,1室1厅,
庙前直街 旺中带静 生活便利 黄金中层,36平米,3600,中山二路庙前直街,1室1厅,
农林下路 租赁笋盘 间隔方正 交通便利,38平米,2000,农林下路,1室0厅,
性价比实惠单间出租,8平米,1200,东华西路四圣街,1室0厅,
豪华装修 业主房租 采光好 出行便利,42平米,4500,新裕大厦,1室1厅,
濠畔商厦 北向 1居室 随时入住,72平米,3500,濠畔商厦,1室1厅,
府前铭泰 温馨一房 地铁上盖,31平米,3500,府前铭泰,1室1厅,
陶家巷 业主出租,96平米,3000,光孝路,3室2厅,
嘉诚国际公寓 家私家电齐全 装修保养新净,40平米,4500,嘉诚国际公寓,1室0厅,
荣庆大厦，方正两房，交通便利,40平米,2000,荣庆大厦,2室1厅,
三木公寓 住家装修 临近地铁,14平米,1800,三木国际公寓,1室1厅,
华侨新村 3楼靓向 新装修 新配套,53平米,4100,华侨新村原道路,2室1厅,
富力东堤湾 高层 方正实用二,82平米,6000,富力东堤湾,2室2厅,
东川路 两房一厅 市场楼上 即约即看,49平米,3500,东川路东川一街,2室1厅,
富力东山新天地 全新楼盘首次放租,75平米,7500,富力东山新天地,3室1厅,
水荫路 大单间 普通装修 低层单位,30平米,1900,水荫路,1室0厅,
海印苑 电梯中层二房,84平米,4500,海印苑,2室2厅,
淘金北路两房 大院管理,76平米,3800,淘金北路,2室1厅,
家电齐全 超大三房 地铁上盖,124平米,7000,广东省有色金属地质局,3室2厅,
交通便利地铁5 6线 拎包入住,36平米,3200,东方广场,1室1厅,
富力东山新天地 全新豪装出租 家电全齐,86平米,7000,富力东山新天地,3室2厅,
实用标准两房 全新未入住 小区管理,92平米,7000,富力东山新天地,3室2厅,
三荣大厦三房家私家电齐全,107平米,5000,三荣大厦,3室1厅,
麓湖盛景 电梯两房 家电齐 有钥即睇,63平米,4500,麓湖盛景,2室1厅,
中山一路 3室2厅 6000元,103平米,6000,中山一路,3室2厅,
富力东山新天地 近珠江新城 新房出租,32平米,4500,富力东山新天地,1室0厅,
嘉诚国际公寓 正规大单间 全新家私,40平米,3500,嘉诚国际公寓,1室0厅,
金麓山庄 2室1厅 3000元,65平米,3000,金麓山庄,2室1厅,
深华大厦 户型方正 地铁上盖 学位房,79平米,4500,深华大厦,2室1厅,
中曦大厦 精选两房 光线好 大阳台,66平米,4500,中曦大厦,2室1厅,
国利大厦 高层三房 厅出阳台 东南望江,106平米,6300,国利大厦,3室1厅,
华侨新村友爱路 3室2厅 12000元,109平米,12000,华侨新村友爱路,3室2厅,
环市东路 3室2厅 8500元,158平米,8500,环市东路,3室2厅,
德政中路 5室2厅 6000元,132平米,6000,德政中路,5室2厅,
方正实用 出行方便 地铁沿路,144平米,14000,新河浦二横路山河大街,4室2厅,
开阔的视觉空间,38平米,3999,新裕大厦,1室0厅,
中曦大厦 精选两房 光线好 大阳台,66平米,4800,中曦大厦,2室2厅,
地铁上盖 高层精装两房 商住两用,200平米,15000,锦城花园,4室2厅,
嘉和苑 三房带主套 南北对流,108平米,5500,嘉和苑,3室2厅,
东方广场 仅此一套！错过了就没有了！,44平米,3800,东方广场,1室1厅,
东山雅筑 大户人家首选 舒适大三房,142平米,10000,东山雅筑,3室2厅,
精装两房 家私齐全 小区管理,62平米,5999,富力东山新天地,2室1厅,
富力东山新天地 精装三房一厅一卫一阳台,86平米,7000,富力东山新天地,3室1厅,
富力东山新天地 两房 全新未住 大型小区,49平米,4300,富力东山新天地,2室1厅,
精致两房 干净舒适,50平米,3200,水荫路,2室1厅,
出门方便，面积大，房型好。,65平米,4000,黄花新村,2室2厅,
越秀北路 成熟小区 低层单位,98平米,10000,越秀北路,3室2厅,
实用温馨单位 配套完善,133平米,6600,华荟大厦,3室1厅,
淘金路中层两房,65平米,4500,淘金路,2室1厅,
麓苑路大面积楼梯楼出租,159平米,6500,麓苑路,4室2厅,
富力东山新天地 地铁上盖 生活配套齐全,104平米,9999,富力东山新天地,3室2厅,
富力东山新天地 近珠江新城 新房出租,118平米,10000,富力东山新天地,4室2厅,
城市中心，最繁华的地方,99平米,6600,顺景大厦,2室2厅,
富力东山新天地 近珠江新城 新房出租,50平米,4000,富力东山新天地,2室1厅,
实用温馨单位 配套完善,25平米,2200,东华东路长庚门前街,1室0厅,
冠城大厦 精致三房 厅出阳台,97平米,5799,冠城大厦,3室1厅,
家电齐全 地铁上盖 全新一手,81平米,7000,富力东山新天地,3室1厅,
淘金街 两房一厅 家电齐全,80平米,3500,淘金路淘金街,2室1厅,
西门口 祝寿巷 豪华装修 两房一厅,55平米,4000,海珠北路祝寿巷,2室1厅,
东环路三房两厅两卫厅出阳台,98平米,5500,东环路4号大院,3室2厅,
安静小区 舒适一房 交通便利 配套成熟,25平米,1100,幸福小区寺右二巷,1室1厅,
电梯三房 装修新 间隔好,110平米,6000,华顺大厦,3室1厅,
淘金大厦 实用温馨单位 配套完善,94平米,4500,淘金大厦,3室2厅,
恤孤院路 1房1厅，精装修,38平米,3000,恤孤院路,1室1厅,
正佳东方国际 单身公寓 地铁上盖,73平米,7300,正佳东方国际,1室1厅,
均益大厦 电梯一房一厅 拎包入住,33平米,3500,均益大厦,1室1厅,
百灵路 精装两房 南北向 采光好,85平米,3500,百灵路,3室1厅,
金悦东山国际公馆 大单间 家私家具齐全,35平米,2800,金悦东山国际公馆,1室0厅,
电梯高级公寓 府前铭泰 中山五路,45平米,7500,府前铭泰,1室1厅,
正佳东方国际实用商住两用公寓,64平米,6480,正佳东方国际,1室0厅,
漂亮两房 家私齐全 小区管理,71平米,6000,富力东山新天地,2室1厅,
万福路 名门越秀 装修时尚 地铁口旁,127平米,7800,名门越秀,3室2厅,
金羊花园 环境优美 安静不吵 温馨和谐,174平米,11000,金羊花园,4室2厅,
豪华装修 家电齐全 地铁上盖,81平米,7499,富力东山新天地,3室2厅,
富力新天地 全新装修楼盘 生活便利,92平米,8000,富力东山新天地,3室2厅,
东兴南路 实用两房 位置优越,60平米,3300,东兴小区东兴南路,2室1厅,
时代YOU公寓 大单间 办公精装修,45平米,4000,时代YOU公寓,1室1厅,
采光一流 随时入住 精装修 干净整洁,120平米,3800,下塘西路,3室2厅,
环市中路 地铁上盖 一房一厅,45平米,1900,环市中路,1室1厅,
保利中环 商住两用 单间公寓,59平米,6000,保利中环广场,1室0厅,
海中宝大厦 实用电梯两房,77平米,4500,海中宝大厦,2室2厅,
采光一流 随时入住 精装修 干净整洁,20平米,1800,东兴小区东兴南路,1室1厅,
寺右大街两房笋价出租,103平米,2800,达道路寺右大街,3室0厅,
正佳东方国际 单身公寓 地铁上盖,75平米,9000,正佳东方国际,1室0厅,
电梯两房 双阳台 邻近地铁 生活便利,66平米,4000,中曦大厦,2室1厅,
起义路两房一厅 光线好 带有家私电器,49平米,2800,起义路贤藏街,2室2厅,
富力新天地 全新精装修楼盘 生活便利,150平米,11000,富力东山新天地,4室2厅,
富力东山新天地大面积笋价出租,100平米,10000,富力东山新天地,4室2厅,
家电齐全 地铁上盖 全新一手,81平米,7500,富力东山新天地,3室2厅,
国龙大厦 大面积三房 电梯房,108平米,4500,国龙大厦,3室2厅,
淘金大厦 商业中心 交通方便,40平米,2500,淘金大厦,1室1厅,
新华书店小区 实惠两房 间隔方正,60平米,2500,解放北路,2室1厅,
逸雅居中楼层温馨2房1厅带建设大马路学位,79平米,5500,逸雅居,2室1厅,
解放北路 采光通透 格局方正 温馨住家,56平米,2000,解放北路,2室1厅,
正佳公寓 温馨两房出租,80平米,8000,正佳东方国际,2室1厅,
五羊华轩 精装修电梯两房 家私家电齐全,55平米,4600,五羊华轩,2室1厅,
小东园 小区管理 环境优美,80平米,5500,小东园,3室1厅,
海珠中路 精选两房 带阳台 全新装修该物,40平米,3000,海珠中路,2室1厅,
保利中环广场 单身公寓 拎包入住,41平米,4500,保利中环广场,1室1厅,
福今路 实用三房 家私家电齐全 黄金楼层,92平米,5800,福今路3号大院,3室1厅,
温馨两房 南北通透 优雅小区 舒适干净,58平米,2800,瑶台公安宿舍,2室1厅,
东湖御苑 高尚住宅 临近地铁,128平米,7800,东湖御苑,3室1厅,
地铁楼王 稀缺两房厅出阳台,63平米,5000,富力东山新天地,2室1厅,
富宏花园 家电家具齐 干净整洁，拎包入住,118平米,6000,富宏花园,3室2厅,
寺右一马路 一房一厅 带阁楼,30平米,3500,寺右一马路,1室1厅,
中层舒适 旺中带静 采光好,47平米,3300,竹丝岗二马路,1室1厅,
梅花村小区 住家实用大二房 家电家私齐全,50平米,3500,梅花村,2室1厅,
桂花岗精致两房 格局方正 阳光通透,58平米,2300,解放北路桂花岗,2室1厅,
金濠大厦 温馨两房,60平米,3500,金濠大厦,2室1厅,
东川路东成南街楼梯楼两房出租,56平米,3500,东川路东成南街,2室2厅,
宽广四房 闹中取静 双地铁,140平米,5000,三育路,4室1厅,
德坭新街 实用两房 拎包入住,40平米,2200,东风西路德坭新街,2室1厅,
学位房—培正小学 生活配套齐全,15平米,1300,东华东路,1室0厅,
农林华府 全新装修,69平米,6000,农林华府,1室2厅,
福恩里 低层两房 简单家私电器,39平米,3300,仓边路,2室1厅,
国龙大厦 泰兴阁 低层三房 旺中带静,128平米,5000,国龙大厦,3室1厅,
富力东山新天地 全新一手楼盘,68平米,4800,富力东山新天地,2室1厅,
福莱花园 家私电器齐全 小区管理好,95平米,4500,福莱花园,2室1厅,
嘉和苑 二期复式正望花园 舒适大三房,150平米,6800,嘉和苑,3室2厅,
竹丝岗 3房底层 家电齐全,85平米,4500,竹丝岗二马路,3室2厅,
小东园 大院管理 保养新净 住家首选,76平米,4000,小东园,2室1厅,
光塔路 新装明亮两房放租 全屋有窗 通风,65平米,3800,光塔路,2室2厅,
五羊华轩 学位房 精致三房,96平米,6000,华逸锦轩,3室2厅,
东湖新村 厅南北通风对流,68平米,3500,东湖新村,3室2厅,
家私家电齐全一房出租,50平米,3200,东风东路水均岗,1室1厅,
正佳东方国际公寓 豪装大单位 商住首选,160平米,18000,正佳东方国际,4室2厅,
精致两房 家私家电齐全 通风采光好,93平米,6500,海印花园,2室2厅,
广怡大厦 高层远景 正规两房 带学位,78平米,6800,广怡大厦,2室1厅,
北京路 交通方便 小单间 随时看房,26平米,1600,北京路麦栏街,1室1厅,
临街商铺 繁华地段 地铁上盖 人流量大,82平米,16000,水荫路34号大院,1室0厅,
锦绣联合商务大厦 地铁上盖 繁华地段,51平米,4500,锦绣联合商务大厦,1室0厅,
一方一厅，笋价出租,28平米,2000,龟岗大马路,1室0厅,
海珠北路 单间1200 光线足,12平米,1200,海珠北路,1室0厅,
环市东路大院 管理好安静舒适,绿化率高,29平米,2500,环市东路,1室1厅,
正佳东方国际商住两用近地铁口修改房评,222平米,15589,正佳东方国际,2室2厅,
广怡大厦 高层远景 正规两房 带学位,78平米,6800,广怡大厦,2室1厅,
中层亮相 装修新净 家私电器齐全,51平米,2599,西华路新桥街,2室1厅,
东园新村 中层实用两房 近地铁,47平米,2499,东园新村,2室1厅,
时代you公寓 时尚单间 南向有阳台,43平米,4000,时代YOU公寓,1室1厅,
富力新天地 全新精装修楼盘 生活便利,63平米,5800,富力东山新天地,2室1厅,
时代YOU公寓 住家装修 看房发方便,48平米,4000,时代YOU公寓,1室0厅,
富力东山新天地 近珠江新城 新房出租,65平米,5800,富力东山新天地,2室1厅,
君汇世家 四房三卫 家具家电可议,133平米,12000,君汇世家,3室2厅,
黄华路中约外街 笋租两房 通风采光优秀,45平米,2800,黄华路中约外街,2室1厅,
富力东山新天地 精装修 家私齐全,81平米,7000,富力东山新天地,3室2厅,
仓边路 福榕里 标准一房一厅 全明屋,47平米,2500,仓边路,1室1厅,
波尔多庄园 花园小区 家电齐,47平米,3800,波尔多庄园,1室1厅,
花园新村 住家三房 交通便利,65平米,3300,花园新村,3室1厅,
下塘新村 交通方便 环境优美,65平米,2000,下塘新村,2室2厅,
淘金坑大三房 家私电器齐全,90平米,4500,淘金路淘金坑,3室1厅,
低层舒适 旺中带静 采光好,42平米,4200,竹丝岗二马路7号大院,2室1厅,
地铁上盖 全新一手 标准三房 家电齐全,81平米,6000,富力东山新天地,3室1厅,
保利中环 两房一厅 价格实惠,90平米,8200,保利中环广场,2室2厅,
东兴北路小区 楼梯两房 采光通风好,105平米,4799,东兴北路,3室2厅,
军区大院 精装2房 电梯楼保养好,70平米,4500,寺右新马路7号大院,2室1厅,
府前铭泰 全新装修 家电齐全 商住两用,46平米,3500,府前铭泰,1室1厅,
富力东山新天地 新装两房出租,67平米,5500,富力东山新天地,2室1厅,
家电齐全 中层南向 保养漂亮,79平米,5500,璟泰大厦,2室1厅,
金羊花园 环境优美 安静电梯两房,90平米,5600,金羊花园,2室2厅,
东山铭泰公馆 单间公寓 白领选择,45平米,3500,东山铭泰公馆,1室0厅,
东风广场 保养新颖 架构明亮,45平米,4500,东风广场,1室1厅,
地铁上盖，优质学位，周边生活配套实施齐全,89平米,6000,农林上路二横路,3室2厅,
嘉诚国际公寓 正规户型 干净舒适,120平米,6500,嘉诚国际公寓,2室1厅,
全新一手 地铁上盖 豪华装修,67平米,5500,富力东山新天地,2室1厅,
电梯两房 家私店齐全,70平米,5299,东风广场,2室1厅,
豪华别墅 装修漂亮 大四房,183平米,20000,新河浦二横路,4室2厅,
新华楼 电梯小高层 商住两用,180平米,10000,天河路33号大院新华楼,4室2厅,
家俬家电齐全 近地铁 环境舒适,77平米,3500,东川路东仁新街,3室1厅,
尚峰国际公寓 大两房 装修新近 交通方便,110平米,8000,尚峰酒店公寓,2室1厅,
东风东路 东环路 家电齐全 交通便利,80平米,4500,东环路6号大院,2室1厅,
光塔路 低层两房 南北对流 邻近西门口,43平米,2200,海珠中路杏花巷,2室1厅,
海珠南笋租 南向两房 家电齐全 拎包入住,40平米,2600,海珠南路,2室1厅,
锦桦荟 三房出租,150平米,7000,锦桦大厦锦桦荟,3室2厅,
正佳东方国际 户型方正 交通便利,65平米,7000,正佳东方国际,1室1厅,
地铁口精装修两房 拎包入住,54平米,3800,东风东路水均大街,2室1厅,
富力东山新天地 刚收楼 全新小区楼盘,63平米,5000,富力东山新天地,2室1厅,
超大两房出租办公,143平米,6900,天字广场,2室1厅,
实用温馨单位 配套完善,70平米,3300,东郊市场,2室1厅,
先烈中路舒适两房笋价出租,53平米,3000,先烈中路永泰东约,2室1厅,
富力新天地 全新精装修楼盘 生活便利,97平米,6800,富力东山新天地,3室2厅,
黄华路中约外街 笋租两房,60平米,3200,黄华路中约外街,2室1厅,
国龙大厦 大面积三房 电梯房,108平米,5000,国龙大厦,3室1厅,
富力新天地 全新精装修楼盘 生活便利,71平米,5000,富力东山新天地,2室1厅,
御东和府 2室1厅 4300元,69平米,4300,御东和府,2室1厅,
地铁上盖 全新一手 标准两房,55平米,5200,富力东山新天地,2室2厅,
全新一手 地铁上盖 标准两房 家私家电齐,49平米,5000,富力东山新天地,2室1厅,
东风东路 锦城花园 家电齐全 交通便利,110平米,7000,锦城花园,3室1厅,
富力东山新天地 两房一厅 北向望花园,67平米,5999,富力东山新天地,2室1厅,
广工大院精装一房一厅家电全齐,35平米,2700,广工大院,1室1厅,
波尔多庄园 花园小区 家电齐,47平米,3800,波尔多庄园,1室1厅,
五羊新城 小两房 全新装修 价格便宜,36平米,2400,五羊小区C区,2室1厅,
华逸锦轩 学位房 精装三房 拎包入住,97平米,6800,华逸锦轩,3室2厅,
富力新天地南向 精装修全新未住 生活便利,118平米,8500,富力东山新天地,4室2厅,
实用温馨单位 配套完善 办公首选,54平米,4000,锦源国际公寓,1室0厅,
梅花村 中层两房 装修新近 采光一流,84平米,5000,梅花村,2室1厅,
梅花村 中层两房 装修新近 采光一流,84平米,5000,梅花村,2室1厅,
康丽居 楼梯一房出租 房出阳台,50平米,2750,康丽居,1室1厅,
富力东山新天地 豪华装修 地铁上盖,80平米,5000,富力东山新天地,2室2厅,
中山一路，共和西小区,80平米,4600,共和西小区,2室1厅,
富华商贸大厦 办公首选 交通方便,15平米,1400,富华商贸大厦,1室0厅,
一房一厅 装修精致 临近地铁,22平米,2300,建设六马路青菜岗,1室1厅,
法政路 电梯两房 拎包入住,92平米,6000,翠怡大厦,2室2厅,
深华大厦 地铁上盖 精装修三房,98平米,5500,深华大厦,3室2厅,
实用温馨三房 全新装修 地铁沿线修改房评,67平米,4800,富力东山新天地,2室1厅,
农林下路三房出租,70平米,3500,农林下路,3室2厅,
实用温馨三房 全新装修 地铁沿线修改房评,90平米,5500,富力东山新天地,2室1厅,
东风东路 东环路 家电全齐 交通便利,33平米,2700,广东省有色金属地质局,1室1厅,
应元路方凯华庭全新装修电梯一房笋价出租,40平米,3700,方凯华庭,1室1厅,
低层两房出租,39平米,2600,小北路洪桥街,2室1厅,
嘉和苑 正望花园泳池 东北向舒适三房,84平米,5500,嘉和苑,3室2厅,
富力东山新天地。2房一厅，东南向,65平米,5800,富力东山新天地,2室1厅,
电梯中高层 实用一房一厅,46平米,4000,大东门华庭,1室1厅,
白云路嘉骏苑高层三房笋价出售,114平米,5800,嘉骏苑,3室2厅,
建设六马路实用两房,75平米,5500,建设六马路青菜岗,2室1厅,
家园新楼，采光佳，家电齐全,96平米,9000,淘金家园三期,3室2厅,
位于下塘西路的大型小区,45平米,2500,金麓山庄,2室1厅,
小北路小区 实用三房 配套完善,92平米,4800,小北路接龙一巷,3室2厅,
嘉和苑望花园全景 舒适的三房 拎包入住,73平米,5000,嘉和苑,3室2厅,
天胜村三房 临近地铁,90平米,4300,天胜村,3室1厅,
璟泰大厦 家电齐全 厅出阳台 保养漂亮,76平米,5300,璟泰大厦,2室1厅,
梓元岗 一房 皮具商圈 出入方便,30平米,1500,梓元岗路梓元东三街,1室1厅,
教工新村 小区管理  装修新净,56平米,3600,教工新村,2室1厅,
北京路 金润铂宫 豪华公寓 全新装修,64平米,8000,名盛广场,2室1厅,
国龙大厦 实用两房 电梯房 交通便利,108平米,3500,国龙大厦,2室2厅,
君汇世家 3室2厅 15000元,156平米,15000,君汇世家,3室2厅,
保利中环 新净两房 全新家私,93平米,9000,保利中环广场,2室2厅,
富力东山新天地 地铁上盖 全新一手,52平米,4500,富力东山新天地,2室1厅,
东风广场两房 通风采光,70平米,4800,东风广场,2室1厅,
新河浦一横路 实用小三房 家私家电齐全,70平米,5200,新河浦一横路,3室1厅,
府前铭泰 标准两房 带阳台 地铁上盖,70平米,6600,府前铭泰,2室1厅,
东风广场 两房一厅 安静望花园,70平米,5300,东风广场,2室1厅,
富力东山新天地 交通便利 全新一手,70平米,6000,富力东山新天地,2室1厅,
东山成熟商圈　实用三房出租,83平米,4500,达道路寺贝新街,3室2厅,
)小北三眼井 精装修 家电齐全笋价出租,40平米,2600,小北路三眼井,1室1厅,
东湖路 实用两房一厅,44平米,3200,东湖路,2室1厅,
联发名阁 精装修电梯两房 培正学位,40平米,3300,联发名阁,1室1厅,
青龙坊 楼梯两房 近地铁,60平米,3000,邮电新村青龙坊,2室1厅,
御东和府 双地铁上盖 安静舒适,50平米,4300,御东和府,2室1厅,
建设二马路楼梯楼家电全两房出租,50平米,3200,建设二马路东四街,2室1厅,
简装 一房一厅 格局方正 采光通透,42平米,1600,解放北路桂花岗,1室1厅,
竹丝岗二马路 中层二楼 实用两房,52平米,3500,执信南路竹丝岗北直街,2室1厅,
方凯华庭 电梯一房 拎包入住,40平米,3500,方凯华庭,1室0厅,
榨粉街 电梯两房 厅出阳台,58平米,3000,豪贤苑,2室1厅,
竹丝岗二马路 两房一厅 低层单位,60平米,4000,竹丝岗二马路,2室1厅,
嘉州翠庭 电梯楼 间隔方正,90平米,6300,嘉洲翠庭,2室1厅,
业主放租 保养好,49平米,4500,富力东山新天地,2室1厅,
采光好 家电齐全 有装修,58平米,3500,印象东山,2室1厅,
大气装修 采光通风 大院管理 家私新齐,110平米,4000,下塘新村,3室2厅,
好世界公寓 单间 家电齐全,36平米,3500,好世界公寓,1室0厅,
东风广场 住家装修 家电全齐,70平米,6000,东风广场,2室1厅,
东华东路 锦桦大厦 电梯二房 家电齐全,90平米,5800,锦桦大厦锦桦荟,2室1厅,
淘金华庭 电梯三房 家电齐全,105平米,6500,淘金华庭,3室1厅,
保养新净 拎包入住,77平米,5300,嘉和苑,2室1厅,
拎包住入 温馨单间 白领居点,36平米,3500,好世界公寓,1室0厅,
福今路 采光通风一流 南北对流 两房出租,63平米,3800,福今路,2室1厅,
正佳东方国际 5米层高 商住两用,157平米,13000,正佳东方国际,3室2厅,
南油大厦 舒适单间 地铁上盖,55平米,3200,南油大厦,1室0厅,
时代YOU公寓 商住两用公寓 办公首选,87平米,7000,时代YOU公寓,2室1厅,
东湖西路24号 湖滨小区丁香楼六楼E,51平米,3500,湖滨苑,2室1厅,
生活方便，近地铁，电梯房，两房两厅,80平米,5000,教师宿舍,2室1厅,
电梯楼 无家私家电,50平米,3800,东鸣轩,1室1厅,
正佳东方国际公寓 环市路地标 地铁沿线,66平米,6000,正佳东方国际,1室1厅,
东华东路 东南向大两房 安静舒适,80平米,4500,东华市场南街,2室1厅,
东南朝向 全新装修 家俬家电齐 看楼随约,75平米,3200,金麓山庄,2室1厅,
金麓山庄 3房精装,99平米,3600,金麓山庄,3室2厅,
梓元东精致三房 格局方正 阳光通透,107平米,3200,梓元岗路梓元东三街,3室2厅,
距离火车站数分钟车程，背倚越秀山,108平米,4500,国龙大厦,3室2厅,
西华路 南北对流 一房一厅,50平米,2300,西华路,1室1厅,
菜园东 首层商铺出租,30平米,3999,菜园东,1室1厅,
辉煌大厦 地铁沿线 电梯三房 家电全齐,90平米,5800,辉煌大厦,3室1厅,
本套房子东南靓向，采光通风一流,51平米,3800,中山六路,2室1厅,
嘉诚国际公寓 精装一房 装修保养好,39平米,3500,嘉诚国际公寓,1室0厅,
五羊羊华轩 地铁上盖 新装修,78平米,5000,五羊华轩,2室2厅,
