name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
自住靓房 经典跃式 东南 安静朝向,单价55325元/平米,426,| 2室2厅 | 77平米 | 南 | 简装,中楼层(共18层)  2001年建板塔结合  -,
景田西小区，4房，南北通透，双地铁，学位,单价73914元/平米,680,| 4室2厅 | 92平米 | 南 | 简装,中楼层(共8层)  1993年建板塔结合  -,
庆安航空大厦 满五唯一免增值税 省重点学位,单价46492元/平米,320,| 2室1厅 | 68.83平米 | 东北 | 简装,高楼层(共21层)  1994年建板塔结合  -,
精装自住   石厦学位   环境逸静,单价77670元/平米,800,| 3室2厅 | 103平米 | 南 | 简装,中楼层(共21层)  2000年建板塔结合  -,
时代星居经典小复式 紧邻地铁,单价68657元/平米,460,| 2室1厅 | 67平米 | 北 | 精装,高楼层(共15层)  2007年建板塔结合  -,
京海花园 户型方正 学位未用 看房方便,单价41950元/平米,420,| 2室1厅 | 100.12平米 | 西 | 简装,低楼层(共32层)  1998年建塔楼  -,
香蜜湖豪庭 南北两房  福田名校 税少,单价136364元/平米,750,| 2室2厅 | 55平米 | 南 | 简装,中楼层(共11层)  2001年建板塔结合  -,
桑达雅苑 百花小学 实验中学 四房 华强北,单价63413元/平米,799,| 3室1厅 | 126平米 | 南 西 北 | 简装,高楼层(共25层)  2004年建板塔结合  -,
福田鹏盛村满五唯一地铁学位房,单价45491元/平米,232,| 1室1厅 | 51平米 | 东南 | 简装,中楼层(共25层)  1998年建板塔结合  -,
桑达雅苑满五唯一少税！带百花+实验学位！,单价65117元/平米,560,| 2室1厅 | 86平米 | 南 | 简装,高楼层(共25层)  2004年建板塔结合  -,
宝田苑自住三房 业主诚心 电梯高层 可看房,单价49939元/平米,530,| 3室2厅 | 106.13平米 | 北 | 精装,高楼层(共15层)  2001年建板塔结合  -,
单价低税费少 荔园小学红岭中学 红本在手,单价80953元/平米,340,| 1室0厅 | 42平米 | 西 | 其他,中楼层(共19层)  2009年建板塔结合  -,
装修好 三居室 高楼层 采光好,单价75000元/平米,720,| 3室2厅 | 96平米 | 西北 | 精装,中楼层(共32层)  2002年建板塔结合  -,
城市主场稀缺户型能改小两房，有学位！,单价66667元/平米,300,| 1室0厅 | 45平米 | 西北 | 精装,中楼层(共33层)  2005年建板塔结合  -,
汽车大院 投资学位首选 荔园小学+红岭中学,单价62500元/平米,500,| 2室2厅 | 80平米 | 南 北 | 毛坯,高楼层(共7层)  1990年建板塔结合  -,
京基御景华城 安静舒适两房 看花园业主诚售,单价58065元/平米,360,| 2室1厅 | 62平米 | 东北 | 简装,中楼层(共36层)  2005年建板塔结合  -,
百花小学+实验中学 安静可自住小区 待拆迁,单价77500元/平米,620,| 2室2厅 | 80平米 | 南 | 简装,高楼层(共7层)  1992年建板塔结合  -,
星河国际稀少户型放卖 红本5年,单价91955元/平米,800,| 2室2厅 | 87平米 | 南 | 精装,中楼层(共30层)  2003年建塔楼  -,
雅云轩大两房，带双学位，安静适合住家,单价66667元/平米,500,| 2室2厅 | 75平米 | 西北 | 精装,中楼层(共29层)  2001年建板塔结合  -,
东方富苑，电梯小高层，诚售带车位，装修赞,单价51547元/平米,500,| 2室1厅 | 97平米 | 东 南 | 精装,高楼层(共12层)  1999年建塔楼  -,
低于市场价20万 方正2房大阳台看花园 业主诚卖,单价54033元/平米,335,| 2室1厅 | 62平米 | 西北 | 简装,低楼层(共36层)  2005年建板塔结合  -,
红本无税满五唯一学区 百花+实验 有名额,单价105435元/平米,485,| 1室1厅 | 46平米 | 南 | 简装,中楼层(共27层)  2004年建板塔结合  -,
鸿图大厦朝南大两房 利用率高 红本在手,单价47982元/平米,460,| 2室1厅 | 95.87平米 | 南 | 简装,中楼层(共21层)  1992年建板塔结合  -,
鹏利大厦 视野好 安静 投资居住首选,单价50625元/平米,405,| 2室1厅 | 80平米 | 西北 | 简装,高楼层(共30层)  2007年建板塔结合  -,
中银花园，东南朝向，精装三居室，诚意出售,单价56021元/平米,950,| 3室2厅 | 169.58平米 | 南 | 精装,高楼层(共31层)  1997年建塔楼  -,
南向视野两房，诚心放卖。,单价60811元/平米,450,| 2室1厅 | 74平米 | 南 | 简装,中楼层(共28层)  板塔结合  -,
视野好，满2年，可改小3房,单价51112元/平米,368,| 2室2厅 | 72平米 | 东北 | 简装,中楼层(共18层)  2000年建塔楼  -,
绿景花园一期 红本在手 诚心房卖,单价54911元/平米,615,| 3室2厅 | 112平米 | 东北 | 简装,低楼层(共13层)  2005年建板塔结合  -,
嘉葆润金座复式楼 不限购  可办公 看房方便,单价81429元/平米,285,| 2室1厅 | 35平米 | 北 | 精装,中楼层(共20层)  2013年建板塔结合  -,
港田花园刚需两房近双口岸二十四小时通关满两年,单价51380元/平米,298,| 2室2厅 | 58平米 | 东北 | 精装,低楼层(共32层)  2001年建板塔结合  -,
优质复式3房，2房的价可买大3房，红本在手满5年双学位,单价64557元/平米,510,| 3室2厅 | 79平米 | 南 | 简装,高楼层(共8层)  1984年建板塔结合  -,
福田中心双地铁经典小户型,单价50000元/平米,220,| 1室2厅 | 44平米 | 南 | 简装,高楼层(共29层)  2001年建板塔结合  -,
中心区小户型，户型方正，易出租，投资首选,单价55556元/平米,200,| 1室0厅 | 36平米 | 西南 | 精装,高楼层(共32层)  2001年建板塔结合  -,
凯丰花园二期（逸园）红本在手，温馨2+1房 大阳台,单价70271元/平米,520,| 3室2厅 | 74平米 | 东南 | 精装,中楼层(共18层)  2005年建板塔结合  -,
复式4房，侨外名校为邻，2013年新社区！,单价132317元/平米,1180,| 4室2厅 | 89.18平米 | 东南 | 精装,中楼层(共21层)  2013年建塔楼  -,
皇御苑 未来7号线地铁口物业 豪华装修,单价85334元/平米,1280,| 4室2厅 | 150平米 | 东南 | 精装,中楼层(共28层)  2007年建塔楼  -,
高层南向 户型方正 花园小区 看香港米铺,单价60715元/平米,510,| 2室2厅 | 84平米 | 东南 | 精装,高楼层(共32层)  2007年建板塔结合  -,
福田景田 经典1房1厅1厨1卫 钥匙委托 诚心出售,单价65366元/平米,268,| 1室1厅 | 41平米 | 北 | 简装,高楼层(共16层)  2009年建板塔结合  -,
皇都广场 交通便利 采光不错 购物方便,单价30000元/平米,741,| 7室1厅 | 247平米 | 西南 | 简装,中楼层(共39层)  2001年建板塔结合  -,
皇都广场 近平安大厦 福田中心区,单价30000元/平米,741,| 7室1厅 | 247平米 | 西南 | 简装,中楼层(共39层)  2001年建板塔结合  -,
皇都广场 交通便利 采光不错 购物方便,单价30000元/平米,741,| 7室1厅 | 247平米 | 西南 | 简装,中楼层(共39层)  2001年建板塔结合  -,
金桂大厦144精致4房户型诚心出售！,单价50000元/平米,720,| 4室2厅 | 144平米 | 南 | 精装,中楼层(共22层)  1999年建板塔结合  -,
皇都广场 近平安金融中心 福田CBD,单价30000元/平米,741,| 7室1厅 | 247平米 | 西南 | 简装,中楼层(共39层)  2001年建板塔结合  -,
嘉洲富苑，不限购不限贷，精装修，买来就能入住,单价65854元/平米,270,| 2室1厅 | 41平米 | 西 | 精装,低楼层(共27层)  2012年建板塔结合  -,
金海燕精装四改三房送家私家电，一手业主满五年税费少,单价69292元/平米,880,| 3室2厅 | 127平米 | 南 东北 | 精装,低楼层(共16层)  1997年建板塔结合  -,
房子满5年业主唯一住房 交易税费少,单价81250元/平米,650,| 2室1厅 | 80平米 | 南 | 简装,高楼层(共22层)  2002年建板塔结合  -,
凯丰花园综合楼 满五唯一 小户型 适宜投资和过渡,单价41868元/平米,130,| 1室1厅 | 31.05平米 | 南 | 简装,中楼层(共7层)  1999年建板塔结合  -,
丽港湾两房 高层南向 户型方正 采光好,单价58731元/平米,370,| 2室2厅 | 63平米 | 南 | 简装,高楼层(共18层)  2003年建塔楼  -,
一线海景房 大三房 户型好  满五年,单价72993元/平米,1000,| 3室2厅 | 137平米 | 南 | 精装,高楼层(共33层)  2003年建板塔结合  -,
香域中央 业主诚心出售 客厅出阳台 带车位,单价142012元/平米,2400,| 4室2厅 | 169平米 | 南 北 | 精装,中楼层(共19层)  2005年建塔楼  -,
园林式理想住家小区，相邻公园，安静，红本在手,单价56391元/平米,750,| 3室2厅 | 133平米 | 北 | 简装,高楼层(共24层)  2001年建板塔结合  -,
梅林一村 高楼层3+1户型南北通透观山景，诚心出售,单价63044元/平米,580,| 4室2厅 | 92平米 | 南 北 | 精装,高楼层(共31层)  2000年建板塔结合  -,
福荣片区 经典两房 户型方正 高层看海 大金沙片区改造,单价64865元/平米,480,| 2室2厅 | 74平米 | 东南 | 简装,高楼层(共33层)  2002年建板塔结合  -,
香荔花园 只有契税 诚心出售 看房方便,单价93024元/平米,800,| 3室2厅 | 86平米 | 西南 | 精装,中楼层(共7层)  2009年建板楼  -,
东海花园二期小花园119平三房，满五唯一，诚心出售！,单价113446元/平米,1350,| 3室2厅 | 119平米 | 南 | 精装,中楼层(共31层)  2000年建板塔结合  -,
安静四房南北通透，红本在手过五年,单价63830元/平米,600,| 4室2厅 | 94平米 | 南 | 精装,高楼层(共7层)  1994年建板塔结合  -,
满五年 唯一 地铁口物业 诚心出手 看房方便,单价54000元/平米,270,| 1室1厅 | 50平米 | 东 北 | 精装,低楼层(共32层)  2007年建塔楼  -,
红本满2，户型方正，靠公园、水库依山傍水,单价99174元/平米,1200,| 4室2厅 | 121平米 | 南 | 简装,高楼层(共18层)  1999年建板塔结合  -,
御景华城精装两房 免营业税业主自住 采光好,单价56396元/平米,220,| 1室1厅 | 39.01平米 | 西北 | 精装,中楼层(共34层)  2005年建板塔结合  -,
高层高尔夫海景2房！红本在手免增值税！,单价54286元/平米,380,| 2室1厅 | 70平米 | 西 | 简装,高楼层(共33层)  2000年建板塔结合  -,
业主诚售  租约3000元每月   无增值税 看房方便精装修,单价57143元/平米,160,| 1室0厅 | 28平米 | 东北 | 其他,低楼层(共34层)  2005年建板塔结合  -,
葵花公寓   满五唯一  精装复式楼,单价115385元/平米,450,| 1室1厅 | 39平米 | 西 | 其他,中楼层(共35层)  2005年建板塔结合  -,
地铁福民站大一房！投资自住首选！,单价53822元/平米,250,| 1室1厅 | 46.45平米 | 南 | 简装,中楼层(共31层)  2001年建板塔结合  -,
城市主场重点小学学位可以改两房,单价66667元/平米,300,| 1室0厅 | 45平米 | 东南 | 简装,高楼层(共33层)  2005年建塔楼  -,
合正名园二期 业主诚心放卖 看房方便,单价66667元/平米,240,| 1室1厅 | 36平米 | 北 | 精装,中楼层(共8层)  2001年建板塔结合  -,
红本在手 满五唯一 稀缺户型 荔园和红岭学位 投资首选,单价79260元/平米,428,| 1室1厅 | 54平米 | 南 | 简装,中楼层(共19层)  2009年建板塔结合  -,
地铁房，红本在手，一手业主,单价62500元/平米,300,| 1室0厅 | 48平米 | 东 | 精装,中楼层(共32层)  2001年建板塔结合  -,
双学位房 临美食街小区 沃尔玛超市附近,单价57789元/平米,230,| 1室1厅 | 39.8平米 | 南 | 简装,低楼层(共25层)  2002年建板塔结合  -,
双地铁口学区房、满五唯一,单价62223元/平米,280,| 1室1厅 | 45平米 | 东南 | 精装,低楼层(共33层)  2005年建板塔结合  -,
旭飞花园 小户型低总价 双地铁口物业 满五唯一,单价53572元/平米,150,| 1室0厅 | 28平米 | 南 | 简装,低楼层(共9层)  1998年建板楼  -,
御景华城   高楼层  西南向大两房 满五年,单价57516元/平米,375,| 2室1厅 | 65.2平米 | 西南 | 精装,高楼层(共35层)  2005年建板塔结合  -,
双地铁口学位房 园岭外国语学位房,单价59556元/平米,268,| 1室1厅 | 45平米 | 东北 | 简装,高楼层(共33层)  2005年建板塔结合  -,
荔园小区+红岭中学学位房，距离地铁100米,单价62586元/平米,550,| 2室1厅 | 87.88平米 | 南 | 简装,高楼层(共29层)  1999年建板塔结合  -,
满五年，红本在手，50年产权可贷款,单价51725元/平米,150,| 1室0厅 | 29平米 | 南 | 简装,高楼层(共7层)  1983年建板塔结合  -,
庆安航空大厦，好房急售，学位房 。,单价40580元/平米,280,| 1室1厅 | 69平米 | 西南 | 简装,中楼层(共21层)  1994年建板塔结合  -,
全新装修 满五年无增值税 唯一可免个税,单价76924元/平米,300,| 1室1厅 | 39平米 | 北 | 精装,中楼层(共18层)  1997年建板塔结合  -,
玮鹏花园 满5唯一 荔园+红岭学位 近燕南+科学馆双地铁,单价87235元/平米,410,| 1室1厅 | 47平米 | 西 | 精装,高楼层(共31层)  2001年建板塔结合  -,
旭飞一房一厅精装学区业主诚心卖,单价52662元/平米,185,| 1室1厅 | 35.13平米 | 南 | 精装,中楼层(共9层)  1998年建板楼  -,
长城花园 2室2厅 730万,单价83909元/平米,730,| 2室2厅 | 87平米 | 南 北 | 精装,中楼层(共17层)  1989年建板楼  -,
鹏盛村 地铁口物业 重点学区房,单价47500元/平米,190,| 1室0厅 | 40平米 | 北 | 精装,低楼层(共25层)  1998年建板塔结合  -,
百花+实验双学位房 满五唯一税少,单价84691元/平米,520,| 1室0厅 | 61.4平米 | 南 | 简装,中楼层(共37层)  2001年建塔楼  -,
福田中心区 星河世纪 地铁口物业 红本在手,单价81250元/平米,520,| 2室1厅 | 64平米 | 西南 | 简装,中楼层(共32层)  2004年建板塔结合  -,
君临天下南向两房 楼盘新 视野好  景观房,单价69960元/平米,500,| 2室2厅 | 71.47平米 | 东南 南 | 毛坯,中楼层(共45层)  2013年建塔楼  -,
财富广场 2房带阳台 诚意出售,单价58975元/平米,460,| 2室1厅 | 78平米 | 东北 | 简装,低楼层(共28层)  2003年建板塔结合  -,
佳泰兴苑大2房 深高学位 赠送入户花园,单价100000元/平米,840,| 3室2厅 | 84平米 | 南 | 精装,中楼层(共11层)  2009年建板塔结合  -,
京基御景华城 朝南向 三房 小区内稀缺户型,单价64198元/平米,520,| 3室1厅 | 81平米 | 南 | 其他,低楼层(共34层)  2005年建板塔结合  -,
户型方正大两房，两阳台，南向通风好,单价47261元/平米,345,| 2室1厅 | 73平米 | 南 | 其他,高楼层(共7层)  2000年建板楼  -,
水木澜山居 精装南向大两房 满五年随时可看,单价71295元/平米,530,| 2室2厅 | 74.34平米 | 南 | 其他,低楼层(共31层)  2008年建板塔结合  -,
园中花园 3室2厅 670万,单价64424元/平米,670,| 3室2厅 | 104平米 | 西北 | 简装,低楼层(共31层)  1996年建塔楼  -,
先科花园 南向 地铁口物业 梅林大社区,单价57698元/平米,226,| 1室1厅 | 39.17平米 | 南 | 简装,中楼层(共7层)  1998年建板楼  -,
皇御苑四期 11年入伙 朝南精装2房，满2年无增值税,单价66072元/平米,370,| 2室1厅 | 56平米 | 南 | 其他,低楼层(共32层)  2012年建板塔结合  -,
华茂苑 多层房正实用两房 朝南 近地铁,单价52245元/平米,256,| 1室1厅 | 49平米 | 南 | 简装,中楼层(共7层)  1997年建板楼  -,
南天一花园 3室2厅 850万,单价79440元/平米,850,| 3室2厅 | 107平米 | 东南 | 简装,低楼层(共17层)  1989年建塔楼  -,
楼王户型 3个卧室朝南 一手业主红本在手 毛坯房,单价88311元/平米,1180,| 3室2厅 | 133.62平米 | 东南 | 简装,中楼层(共11层)  2000年建板塔结合  -,
园岭新村实验小学红岭初中双学位，近地铁,单价66667元/平米,600,| 3室2厅 | 90平米 | 南 | 简装,中楼层(共8层)  1984年建板塔结合  -,
金海燕的南向户型方正三房二厅二,单价65278元/平米,705,| 3室2厅 | 108平米 | 西南 | 精装,低楼层(共12层)  1997年建板塔结合  -,
京基御景华城 满五年唯一住房 特别的省税,单价64500元/平米,258,| 1室1厅 | 40平米 | 南 | 精装,高楼层(共34层)  2005年建板塔结合  -,
中银大复试 送露台 此户型小区只有4套,单价63132元/平米,1250,| 5室3厅 | 198平米 | 东 | 简装,高楼层(共31层)  1997年建塔楼  -,
农科中心黄金位置 126平大三房 深高双学位,单价65080元/平米,820,| 6室1厅 | 126平米 | 东南 | 精装,中楼层(共18层)  1998年建板塔结合  -,
园岭实验学区，学位空置，自住精装三居带电梯,单价64936元/平米,610,| 3室1厅 | 93.94平米 | 东南 | 精装,高楼层(共30层)  1991年建板楼  -,
标准三房双卫户型，户型方正，客厅出阳台。近地铁。,单价47192元/平米,420,| 3室2厅 | 89平米 | 东北 | 精装,低楼层(共35层)  2001年建板塔结合  -,
红本在手 简装修 朝向好,单价52895元/平米,180,| 1室0厅 | 34.03平米 | 东南 | 精装,高楼层(共24层)  1994年建塔楼  -,
地铁一居 精装修 配套齐全 首付低,单价57447元/平米,270,| 1室1厅 | 47平米 | 北 | 精装,低楼层(共32层)  2000年建板塔结合  -,
枫丹96平5房 业主急售,单价109375元/平米,1050,| 5室2厅 | 96平米 | 西南 | 精装,中楼层(共28层)  2000年建塔楼  -,
精装修的正规一居室 楼层好采光好 紧邻地铁,单价60785元/平米,310,| 1室1厅 | 51平米 | 东 | 精装,中楼层(共30层)  2006年建板塔结合  -,
学位空置❤红本无税❤84平大两房❤单价低❤总价低,单价64286元/平米,540,| 2室2厅 | 84平米 | 北 | 其他,中楼层(共31层)  2001年建板塔结合  -,
满五年唯一，业主诚心出售，红本在手！,单价48572元/平米,170,| 1室1厅 | 35平米 | 南 | 精装,高楼层(共16层)  2008年建板塔结合  -,
金地名津大型社区精装修一居室近双口岸24小时通关方便,单价62598元/平米,280,| 1室1厅 | 44.73平米 | 东南 | 精装,中楼层(共31层)  2007年建板塔结合  -,
居家两房，万科品牌物业，大社区。,单价71795元/平米,560,| 2室2厅 | 78平米 | 东南 | 简装,低楼层(共34层)  2005年建板塔结合  -,
香格丽苑 小户型2房 厅出阳台  户型方正 视野开阔,单价101691元/平米,800,| 2室2厅 | 78.67平米 | 西北 | 简装,中楼层(共32层)  2006年建板塔结合  -,
一手业主满五年税费少 带重点学位 小区安静 双地铁口,单价81412元/平米,600,| 2室2厅 | 73.7平米 | 南 | 精装,中楼层(共11层)  2003年建板塔结合  -,
名校百花、实验双学位,红本在手，满五唯一。,单价73644元/平米,760,| 3室2厅 | 103.2平米 | 西北 | 简装,低楼层(共30层)  1993年建塔楼  -,
正南朝向 楼层好 精装大户型 带阳台,单价106023元/平米,3600,| 3室2厅 | 339.55平米 | 南 北 | 精装,高楼层(共11层)  2000年建板塔结合  -,
香珠花园 精装一居室 学区房 看房方便,单价96492元/平米,550,| 1室1厅 | 57平米 | 东 北 | 精装,高楼层(共18层)  1998年建板塔结合  -,
高层海景房 正南海景 户型方正 满五年唯一住宅,单价68689元/平米,838,| 3室2厅 | 122平米 | 南 | 精装,中楼层(共33层)  2003年建板塔结合  -,
梅林一村 局级大平面 大客厅高楼层 朝北观山望水,单价81395元/平米,1200,| 4室2厅 | 147.43平米 | 西北 | 简装,高楼层(共32层)  2002年建板塔结合  -,
精装复式两房 70年产权不限购 交通方便 配套成熟,单价82858元/平米,290,| 2室1厅 | 35平米 | 北 | 精装,高楼层(共20层)  2013年建板塔结合  -,
朝东向 户型方正 改两房 超实用 带租约 满2年 可看房,单价84218元/平米,270,| 1室0厅 | 32.06平米 | 东 | 精装,低楼层(共18层)  1997年建板塔结合  -,
锦林新居南北通透三房 方正舒适,单价47870元/平米,465,| 3室2厅 | 97.14平米 | 南 北 | 简装,低楼层(共7层)  1997年建板塔结合  -,
一线海景房 精装修税费少 低于市场价出售！,单价75363元/平米,780,| 2室1厅 | 103.5平米 | 东南 | 精装,低楼层(共33层)  2003年建板塔结合  -,
口岸靓房出售 温馨舒适 房东诚心放卖,单价55845元/平米,430,| 3室1厅 | 77平米 | 西 北 | 其他,中楼层(共31层)  2000年建板塔结合  -,
御河堤满五唯一 精装好地段高级小区 业主诚心在卖,单价61765元/平米,210,| 1室0厅 | 34平米 | 北 | 精装,中楼层(共33层)  2010年建塔楼  -,
双地铁口顶楼复式 四房两阳台两卫 不限购,单价83873元/平米,480,| 4室1厅 | 57.23平米 | 东北 | 简装,高楼层(共30层)  2012年建塔楼  -,
星河雅居大三房，精装修，红本在手满五年，南向,单价58623元/平米,600,| 3室2厅 | 102.35平米 | 南 | 精装,中楼层(共33层)  2000年建板塔结合  -,
雅云轩  重点学位房  红本无增值税,单价71010元/平米,750,| 3室2厅 | 105.62平米 | 东南 | 其他,低楼层(共29层)  2001年建板塔结合  -,
福田口岸 地铁口 三房 满五唯一 诚售,单价50770元/平米,528,| 3室2厅 | 104平米 | 东北 | 精装,低楼层(共35层)  2001年建板塔结合  -,
房子是高楼层 朝南光线好  卧室出阳台  厨卫全明格局,单价55682元/平米,245,| 1室1厅 | 44平米 | 南 | 简装,中楼层(共29层)  2005年建塔楼  -,
地铁口物业，小区中心位置，安静 带学位,单价59154元/平米,580,| 4室2厅 | 98.05平米 | 东北 | 精装,中楼层(共18层)  1994年建板塔结合  -,
水围龙轩豪庭高层朝南，方正实用，全新装修,单价64286元/平米,495,| 2室2厅 | 77平米 | 南 | 精装,高楼层(共33层)  2012年建板塔结合  -,
香蜜原著 精装复式4房 高楼层 采光好 视野开阔 诚售,单价130697元/平米,1150,| 4室2厅 | 87.99平米 | 南 | 精装,高楼层(共21层)  2013年建塔楼  -,
精装修，正规一房一厅，居家适宜，地铁口物业。,单价62384元/平米,267,| 1室1厅 | 42.8平米 | 东北 | 精装,中楼层(共28层)  2005年建板塔结合  -,
东南向大两房 花园式大阳台 省一学位,单价72392元/平米,548,| 2室1厅 | 75.7平米 | 东南 | 精装,高楼层(共33层)  2005年建板塔结合  -,
旭飞花园 一房 学区房 诚心卖,单价55000元/平米,220,| 1室1厅 | 40平米 | 北 | 其他,低楼层(共28层)  1999年建板塔结合  -,
南天一花园70年产权大三房南北通透位置极佳 荔园+实验,单价78318元/平米,838,| 3室2厅 | 107平米 | 南 北 | 精装,低楼层(共17层)  1991年建板楼  -,
中海华庭 3室2厅 1100万,单价90910元/平米,1100,| 3室2厅 | 121平米 | 南 | 其他,低楼层(共33层)  2000年建板塔结合  -,
现代豪装3房 带中央空调 实木地板 全朝南3房 可看现房,单价73864元/平米,650,| 3室2厅 | 88平米 | 南 | 精装,中楼层(共18层)  2000年建板塔结合  -,
园岭实验+红岭中学双学位，唯一东南向，原始好格局,单价73705元/平米,710,| 3室2厅 | 96.33平米 | 东南 | 精装,中楼层(共32层)  1996年建塔楼  -,
万托家园 2室2厅 450万,单价65915元/平米,450,| 2室2厅 | 68.27平米 | 北 | 精装,高楼层(共30层)  2003年建板塔结合  -,
星河世纪 满两年 楼层高视野好 东向采光好 双地铁,单价64436元/平米,285,| 1室0厅 | 44.23平米 | 东 | 精装,高楼层(共32层)  2004年建板塔结合  -,
房子满两年红本在手 东向采光好,单价60021元/平米,575,| 3室2厅 | 95.8平米 | 东 | 其他,低楼层(共25层)  1993年建板塔结合  -,
楼层高 景观好 南向海景 税费少,单价93549元/平米,1450,| 4室2厅 | 155平米 | 南 | 精装,中楼层(共31层)  2003年建板塔结合  -,
嘉汇新城 不限购写字楼，单价便宜,单价30000元/平米,120,| 1室0厅 | 40平米 | 东南 | 其他,中楼层(共38层)  2000年建板塔结合  -,
鹏丽大厦 改善型住宅 基本都是自住 满二红本,单价48750元/平米,390,| 2室1厅 | 80平米 | 西北 | 简装,低楼层(共30层)  2007年建板塔结合  -,
福田口岸 精装高层朝南三房 安静满两年 诚心出售,单价56180元/平米,500,| 3室2厅 | 89平米 | 南 | 精装,高楼层(共32层)  2001年建板塔结合  -,
梅林CBD，全南向两房，次顶层视野开阔,单价75108元/平米,560,| 2室1厅 | 74.56平米 | 南 | 精装,高楼层(共31层)  2008年建板塔结合  -,
中心区CBD 高层南向大两房   看园林瀑布大花园,单价57180元/平米,450,| 3室1厅 | 78.7平米 | 南 | 其他,中楼层(共35层)  1998年建板塔结合  -,
碧云天 精装大两房 看小区 安静,单价55556元/平米,450,| 2室2厅 | 81平米 | 南 | 精装,中楼层(共13层)  1999年建板塔结合  -,
万托家园 地铁口物业 高楼层 精装诚心放卖！,单价70589元/平米,480,| 2室2厅 | 68平米 | 南 | 简装,高楼层(共30层)  2003年建板塔结合  -,
园博绿苑 安静舒适2房  带深圳高级中学学位 诚心卖,单价74720元/平米,480,| 1室2厅 | 64.24平米 | 南 | 简装,高楼层(共18层)  2003年建板塔结合  -,
园博绿苑 精装舒适3房 诚心卖 深圳高级中学学位,单价74710元/平米,810,| 3室2厅 | 108.42平米 | 西 | 简装,高楼层(共18层)  2003年建板塔结合  -,
园博绿苑 深圳高级中学学位  诚心卖 有钥匙,单价74699元/平米,620,| 2室2厅 | 83平米 | 南 | 简装,高楼层(共18层)  2003年建板塔结合  -,
地铁口物业、满两年免增值税、旧改规划区、超值单价,单价57674元/平米,410,| 2室2厅 | 71.09平米 | 南 | 简装,低楼层(共33层)  2008年建板塔结合  -,
赛格公寓 百花+实验学位 靠近地铁交通方便,单价71112元/平米,320,| 1室0厅 | 45平米 | 南 | 简装,低楼层(共9层)  1993年建板楼  -,
群星广场百花实验双学位红本税少1房诚卖,单价95339元/平米,450,| 1室0厅 | 47.2平米 | 北 | 简装,中楼层(共37层)  2001年建塔楼  -,
阁林网苑 重点学位房 荔园小学红岭中学,单价71699元/平米,380,| 1室0厅 | 53平米 | 西 | 简装,高楼层(共19层)  2009年建板塔结合  -,
长乐三居，高层视野开阔，百花实验双学位,单价81416元/平米,920,| 3室2厅 | 113平米 | 西北 | 简装,中楼层(共29层)  1993年建塔楼  -,
小高层电梯南向大两房 满五年 住家首选,单价56098元/平米,460,| 2室2厅 | 82平米 | 南 | 简装,中楼层(共9层)  2001年建板塔结合  -,
一村三区房源~业主诚心出售~离学校近~看房方便有钥匙,单价61112元/平米,550,| 3室2厅 | 90平米 | 北 | 其他,低楼层(共32层)  2002年建板塔结合  -,
合正瑞园 地铁口物业 名校学区房 正南向阳采光佳,单价69334元/平米,520,| 2室1厅 | 75平米 | 南 | 精装,高楼层(共26层)  2006年建板塔结合  -,
公园旁边，安静，视野开阔,单价43410元/平米,410,| 3室2厅 | 94.45平米 | 西北 | 简装,高楼层(共21层)  1993年建板塔结合  -,
百花园一期 荔园小学 小户型小面积 荀盘,单价121699元/平米,645,| 1室1厅 | 53平米 | 北 | 简装,低楼层(共29层)  2000年建塔楼  -,
莲花山下雨田村 户型好保养好 总价低,单价52718元/平米,485,| 2室2厅 | 92平米 | 北 | 精装,中楼层(共7层)  1998年建板塔结合  -,
不限购 福田口岸 金地名津 朝南安静两房 红本在手,单价62162元/平米,390,| 2室1厅 | 62.74平米 | 南 | 精装,低楼层(共32层)  2007年建板塔结合  -,
荔园小学加红岭中学居家学位房，使用面积高达130平,单价85056元/平米,848,| 4室1厅 | 99.7平米 | 南 北 | 简装,中楼层(共6层)  1995年建板塔结合  -,
园岭实验小学学位  双地铁  总价低  投资首选,单价45341元/平米,145,| 1室0厅 | 31.98平米 | 北 | 精装,中楼层(共8层)  1998年建板塔结合  -,
与梅林卓悦汇一起腾飞，福田CBD中心区的价格洼地！,单价53334元/平米,400,| 3室2厅 | 75平米 | 南 北 | 精装,高楼层(共7层)  2002年建板塔结合  -,
定跃复式三层，霸气空中别墅屋顶有花园,单价69848元/平米,2380,| 5室2厅 | 340.74平米 | 东 南 西 北 | 精装,高楼层(共32层)  2003年建板塔结合  -,
皇御苑小复式，红本满了两年，看房方便，诚心出售。,单价64407元/平米,380,| 2室2厅 | 59平米 | 南 | 简装,低楼层(共32层)  2012年建板塔结合  -,
红本满五年，厅出阳台，临湖观景小三房,单价120113元/平米,1450,| 3室2厅 | 120.72平米 | 北 | 精装,低楼层(共22层)  2004年建板塔结合  -,
荔香坊荔枝公园里的家,待拆迁,红本在手满五年东向看湖,单价77470元/平米,850,| 3室2厅 | 109.72平米 | 南 | 简装,中楼层(共8层)  板塔结合  -,
楼层在中下楼层，视野开阔，采光充足！,单价55971元/平米,375,| 2室2厅 | 67平米 | 南 | 其他,低楼层(共31层)  2002年建板塔结合  -,
